Sanitary,Index,Comment
True,777,khách_sạn mới xây dựng và đi vào hoạt động rất sạch_sẽ vị trí cũng thuận_lợi giá_cả hợp lý
True,780,"Không trọn vẹn vì không được vào khu vực Vin Wơnder, còn mọi thứ đều hài lòng."
True,781,"dịch_vụ tốt, phòng ốc mới và sạch_sẽ"
True,783,"Mọi thứ đều tốt nhưng ngày lễ nhận_phòng quá trễ, khiến mọi người bực 😭"
True,784,"khách_sạn đẹp nhưng nhân_viên dọn dẹp để rất bẩn nhân_viên ý thức rất kém, không có cả khăn tắm, khăn mặt, gọi phục_vụ thì thái độ kém"
True,786,"Thực đơn buổi sáng rất đơn điệu, phòng nhỏ, ở 3 ngày 2 đêm mà không hề dọn dẹp vệ sinh trong phòng"
True,791,Tốt lắm. Không có gì nói thêm.
True,793,Tiệc buffet chưa được ngon cho lắm cần khắc phục những điểm đó còn ngoài ra thì đều okay!
True,795,"Ăn uống ok, khách_sạn đẹp. Chúng tôi hài lòng chuyến đi"
True,796,Đúng chất nghỉ dưỡng! Gia đình đã có chuyến đi vui và hài lòng.
True,797,"khách_sạn đẹp, nhân_viên dễ thương. Cảm ơn ivivu."
True,798,"Gia đình tôi ở rất thích, biệt_thự rất thoáng mát và nhân_viên phục_vụ rất nhanh và tận tình."
True,801,"Không có một điểm gì không hài lòng luôn ý. khu_nghỉ_mát siêu xinh, sạch_sẽ, nhân_viên siêu tuyệt, đặc biệt là bạn bellman tên Phúc :)) ăn sáng cũng ngon luôn. 10đ nhé ;)"
True,802,"Tốt. nhân_viên nhiệt tình. Phòng sạch_sẽ, gần trung tâm đi lại thuận tiện…."
True,812,Chuyến đi mọi việc đều ổn. Chúng tôi không có gì phải phàn nàn về chuyến đi
True,825,"Mình hài lòng về mọi thứ nhé, mình đi chơi vui. Côn Đảo đẹp. "
True,829,"Mình hài lòng từ nhân_viên lễ tân, nhân_viên dọn phòng đến phòng ốc khách_sạn, mọi thứ rất tốt."
True,1020,"nhân_viên còn mới cần đào tạo cho thật kỹ , cách giao tiếp với khách hàng còn hơi yếu , hỏi về các phòng của khách_sạn thì chưa nhớ. Còn lại ăn uống , phòng ở tất cả các thứ khác thì tốt ."
True,1028,"Khu nghỉ dưỡng ok, tất cả đều ok. nhân_viên ivivu làm tốt nhưng chưa nhiệt tình lắm, cần hiếu khách hơn vì các bạn đang làm về dịch_vụ"
True,1030,Thêm 1 máy sưởi và 1 đôi dép trong khu vệ sinh nữa là tuyệt
True,1033,"Thứ nhất là khách_sạn ghi là 4 sao mà thua 3 sao nữa, nhất là wifi, vô khách_sạn là coi như không có 1 chút wifi nào, trong phòng càng không có wifi, đi tắm hồ bơi thì không ai ngó hồ cũng không có nhân_viên cứu hộ, muốn ăn đồ ngoài hồ bơi thì đi tìm đã mới thấy nhà hàng mà phải đi tìm nhân_viên mới order đồ ăn được rồi ăn xong để 2 cái đĩa mà đến 11 giờ sáng hôm sau 2 cái đĩa vẫn còn ở ngoài hồ, không biết nhân_viên như vậy thì còn quản lí chứ? Không có ai dọn đĩa từ trưa đến hôm sau, còn buffet sáng thì khỏi nói, đồ ăn quá là ít, không biết ăn gì được luôn và phải đợi nhân_viên mỗi lần more 5 cup không đủ đến lượt mình. Ôi không bao giờ quay lại 1 lần nào nữa quá thừa 3 sao ý"
True,1045,"Mình thấy chuyến đi vui và mọi thứ rất tốt, không có gì để phàn nàn"
True,1062,"Tôi đã có những trải nghiệm tuyệt vời khi ở FLC. Đây là khu du lịch nghỉ dưỡng đẳng cấp, hoành tráng, phù hợp với tất cả mọi người."
True,1063,"Quá ồn. Ồn từ khách trọ, đến thiết bị tủ lạnh lẫn hàng xóm"
True,1082,"khách_sạn phục_vụ với chất lượng tốt, nhân_viên chăm sóc khách hàng nhiệt tình, vị trí của khách_sạn cũng rất là thuận tiện. Đáng giá tiền."
True,1121,Tôi hài lòng về chuyến đi và cách phục_vụ của khu_nghỉ_mát
True,1126,"Phòng hơi nhỏ mà phòng vệ sinh to nhưng chấp nhận được trong tầm giá. Tiếp tân lịch sự, được mang đồ lên tận phòng. Nói chung là hài lòng."
True,1170,"Rất tốt...! nhân_viên Bảo vệ quan sát khi khách xuống bãi biển lo quá...khách cũng ngại không muốn để bảo vệ lo lắng ,nên tắm biển không thoải mái , nói chung Vì an toàn ,sạch_sẽ , ăn uống rất vừa miệng ,Chúc khu_nghỉ_mát vượt qua mùa dịch Covid -19"
True,1182,"Bãi biển riêng đẹp và sạch, hồ bơi lớn đi kèm pool bar rất tiện_lợi. Đồ ăn rất ngon, Thích hợp đi nghỉ dưỡng cho gia đình
Ăn sáng hơi ít món, nhưng khá là ngon."
True,1196,khách_sạn xứng tầm 5 sao không có gì để chê
True,1208,"Phòng đẹp nhưng nhà_vệ_sinh xấu quá, đơn điệu và không được sang trọng. Phòng gần biển nghe sóng biển nghe ầm ầm. dịch_vụ ok lắm"
True,1214,phòng đẹp. nhân_viên thân thiện. mỗi tội khăn tắm bị ố màu một chút. nhưng phòng rất ổn
True,1228,"tiếp tân chưa nhiệt tình, chất lượng phục_vụ chưa tốt, phòng ốc sạch_sẽ, sang trọng"
True,1229,"Phòng ốc ổn, ăn sáng không ngon ít đồ"
True,1238,mình hài lòng vì vinpearl rất chất lượng
True,1255,"Phòng sạch đẹp, vị trí trung tâm phố cổ, nhân_viên thân thiện."
True,1291,"- khách_sạn nhận_phòng khá nhanh chưa đến 14 giờ nhưng có phòng trống nên được vào luôn   - Phòng rộng rãi - sạch_sẽ - có ban công nhỏ.(thích hợp cho gia đình có bé nhỏ) - Nằm ở trung tâm, gần tạp hóa và các quán cafe nhưng không thấy có quán ăn gần đó mấy"
True,1358,"Tôi thấy chuyến đi không có gì để phàn nàn,tốt hết."
True,1371,"Tôi và gia đình đã có kỳ nghỉ thú vị tại khách_sạn Melissa. khách_sạn sạch_sẽ, vị trí đẹp, nhân_viên nhiệt tình thân thiện. Điểm trừ duy nhất là bể bơi hơi bé, không giống như trên hình ảnh. Tuy nhiên tôi rất hài lòng về kỳ nghỉ tại đây."
True,1372,"Khu nghỉ dưỡng đẹp và phòng ốc sạch_sẽ, nhân_viên tận tình chu đáo."
True,1375,"Đây quả là một nơi nghỉ dưỡng tuyệt vời, phòng ốc rộng và sạch_sẽ, có cả bồn tắm, hồ bơi và biển đẹp, yên tĩnh. Nhược điểm duy nhất là đi leo dốc bậc thang đến phòng hơi xa nên hơi đuối, nhà có các bé nhỏ hay đồ đạc nhiều có thể nhờ bảo vệ khiêng phụ, bảo vệ không đòi hỏi gì cả nhưng nếu đồ nhiều thì mình tip thêm các anh một ít."
True,1408,"Nội thất phòng khá cũ, giống như khách_sạn 5 sao của thế kỉ trước. Bữa sáng chủ yếu là tinh bột, thịt thì đa phần là thịt chế biến sẵn (xúc xích, giăm bông, thịt xông khói…). Nếu so với các khách_sạn 5 sao khác thì không bằng. Tuy nhiên phòng ốc sạch, khung_cảnh công viên Sunworld rất đẹp, đi ra bãi tắm hết khoảng 30k tiền taxi hoặc có thể chọn đi xe đạp cũng tiện. mọi người có ở Mường Thanh thì nên chọn Mường Thanh Hạ Long bên cạnh vì khách_sạn mới và đẹp hơn"
True,1414,"Thiết bị và nhà vệ sinh cũ kỹ. Khoá cửa cũ hỏng, thang máy cũ và thiếu tin cậy"
True,1450,"Lần đầu tiên sử dụng dịch_vụ của Vinpearl thật sự rất hài lòng. nhân_viên chuyên nghiệp và thái độ bất kỳ nhân_viên nào cũng nhiệt tình. Kể cả 1 chú làm vườn hay 1 nhân_viên an ninh, lái xe, khi mình hỏi đường đều nhiệt tình chỉ dẫn và họ đều hiểu rõ khu vực chứ không phải chỉ hiểu công việc của bản thân. Phòng sạch đẹp, buffet khá nhiều món, các thiết bị trong phòng đều hoạt động tốt. tiện_ích đầy đủ."
True,1463,"dịch_vụ tốt, phòng ở sạch đẹp, bữa sáng ngon."
True,1464,"Mình thấy khách_sạn điều tiết được lượng khách khi tham gia ăn buffet rất tốt, không có gì để phàn nàn khi trải nghiệm nghỉ dưỡng tại đây. Mình đã đi khá nhiều khu_nghỉ_mát và khách_sạn nên đánh giá nơi này khá tốt, không có vấn đề gì để phàn nàn. Mình cho khách_sạn 4,5đ.
nhân_viên ivivu chuyển thông tin và yêu cầu của mình cho khách_sạn rất chính xác, hỗ trợ nhiệt tình.  "
True,1474,"nhân_viên ivivu hỗ trợ rất rất là tốt, nhân_viên rất dễ thương và chu đáo, tôi thích cách làm việc của ivivu, lần sau chắc chắn sẽ quay lại ivivu. Còn về khách_sạn thì tôi không có phàn nàn gì, đẹp, thoải mái, nhân_viên lịch sự, hiếu khách. dịch_vụ của ivivu và khách_sạn hoàn toàn xứng đáng được 10/10."
True,1484,"Có nhiều bù mắt ở ngoài biển, nhân_viên và cách phục_vụ tốt, chúng tôi hài lòng"
True,1492,"Lần thứ 3 đến Princess D'An Nam khu_nghỉ_mát và mát_xa trong năm 2017 này, cảm giác và mọi thứ đúng như mình mong đợi. Thật tuyệt vời. Từ nhân_viên đến đồ ăn và khung cảnh vẫn đẹp, vẫn dễ thương như lần đầu. Đồ ăn ngon, nhân_viên thân thiện. Cảnh vật, hồ bơi tại đây mọi góc đều đẹp. Chắc chắn mình sẽ lại đến đây 1 lần nữa. cảm ơn đội ngũ nhân_viên khu_nghỉ_mát đã cho mình 1 kỳ nghỉ gia đình tuyệt vời, thư_giãn, thoải mái."
True,1516,"Chất lượng phòng và dịch_vụ ổn, mọi việc bình thường"
True,1522,"không phù hợp lắm với gia đình tôi vì gia đình tôi có em bé mà phòng tắm lại chỉ có mỗi vòi sen cố định trên cao mà lại không có dây vòi để vệ sinh cho bé, di chuyển từ phòng ở đến nhà hàng phải qua nhiều cầu thang nên việc đi lại cũng gây mệt sức"
True,1541,"khách_sạn rất là tốt, phòng đẹp, khuôn viên rộng rãi và không khí trong lành"
True,1562,"nhân_viên tư vấn Huyền rất nhiệt tình, khách_sạn sạch đẹp, ăn sáng rất ngon, lễ tân và các nhân_viên khác đều nhiệt tình mến khách, cảm ơn các bạn rất nhiều"
True,1574,"phục_vụ tốt, vị trí đẹp. Nhưng thiết bị và nhà_vệ_sinh cũ quá không tương xứng với khách_sạn 4 sao"
True,1579,"Phòng sạch đẹp , dịch_vụ tốt, khu_nghỉ_mát đẹp xứng đáng với giá tiền"
True,1586,"Mình ở 3 đêm. Trước khi ra khỏi phòng đã để biển hãy dọn phòng rồi đến khi đi chơi quay về biển bị quay lại thành đừng làm phiền và phòng thì không được dọn. Cả 2 lần đều như vậy, tuy nhiên sau đó lễ tân có gọi để dọn phòng bù lại cho mình. Lễ tân là nam nhìn thấy khách vào nhận phòng cũng không kéo giúp vali. Nói chung là một trải nghiệm không mấy Vui vẻ tại Rex"
True,1599,khách_sạn này là lần thứ 2 Tôi đến mọi thứ vẫn rất tốt như lần đầu tiên . Bạn Hương đã làm đặt phòng cho Tôi đầy đủ thông tin và tư vấn nhiệt tình .
True,1607,"Mọi thứ đều ok, từ tiếp tân, phục_vụ đến phòng nghỉ."
True,1610,"nhân_viên dễ thương, nhiệt tình, phòng ốc sạch_sẽ, gần phố đi bộ"
True,1623,"khách_sạn này đặt chuẩn 5 sao, dịch_vụ rất tốt, nhân_viên rất nhiệt tình, có bãi biển riêng rất sạch và đẹp"
True,1632,rất hài lòng
True,1637,"Phòng biệt_thự thoải mái, thoáng mát, mỗi tội hơi xa lễ tân. Bữa sáng ngon, nhân_viên phục_vụ nhiệt tình"
True,1643,Bãi biển có hôm chưa sạch
True,1644,"Khóa phòng bị hư, quá cũ Ga nệm bẩn Tiền sảnh lộn xộn nhân_viên nhiệt tình, thân thiện."
True,1678,"Phù hợp với kỳ nghỉ của 2 mẹ con mình, Phòng sạch_sẽ. Tuy nhiên xa biển."
True,1688,"Mình đã có kỳ nghỉ 3 ngày tại Đà Nẵng xem trên app rất nhiều khách_sạn đắn đo mãi và đã chọn khách_sạn Angel. Phòng sạch_sẽ thoáng mát và y như hình, giá_cả cũng phải chăng, có 2 bữa sáng nữa nhưng do sáng nào cũng ngủ nướng và quá giờ ăn nên chưa được thưởng thức bữa sáng tại khách_sạn, nhất định lần sau quay lại sẽ thưởng thức. Anh chị nhân_viên và chú bảo vệ rất nhiệt tình, vui vẻ trước khi đến chú bảo vệ còn mang vali lên tận phòng và khi đi còn mang vali ra xe giúp mình nữa. Có dịp chắc chắn sẽ quay lại Đà Nẵng lần nữa và ở tại khách_sạn ạ 😍😍"
True,1695,"Kiến trúc tổng thể hài hòa hợp lý, nội thất trong phòng cũ và hỏng, đồ ăn thì bình thường, nhân_viên khách_sạn ok, bạn tư vấn ivivu mình hài lòng"
True,1696,"Mình ở có 1 đêm và trong thời gian dịch nên khách_sạn vắng vẻ. Phòng ốc ok, sạch_sẽ. nhân_viên thân thiện. khung_cảnh đẹp. có 1 điểm không hiểu sao hành lang tầng 20 mình ở có 2 cái bàn, chật lối đi và cảm giác không gọn_gàng. ăn sáng theo set thực_đơn, cũng ok."
True,1702,"Phòng Victoria Phan Thiết có mùi thơm thoang thoảng rất dễ chịu. 
Mình sẽ quay lại"
True,1710,"Tuyệt! Ổn khách_sạn nhiệt tình, phòng ốc sạch_sẽ gọn_gàng"
True,1729,"Hành lang và phòng ngủ tối u ám không được sáng sủa như trên app, hồ bơi không hoạt động nước đen thui rong rêu bám đầy"
True,1902,"Phòng phù hợp, bữa sáng chu đáo hợp khẩu vị. Bể bơi đẹp, cả gia đình đã có khoảng thời gian bơi lội rất vui vẻ. khách_sạn trong ngõ nhưng ngay khu phố đi bộ nên buổi tối cuối tuần khá thú vị."
True,2078,Mọi thứ đều tốt. nhân_viên tốt chu đáo. Nhà hàng ngon. dịch_vụ tốt. phục_vụ hài lòng.
True,2079,"Không gian rộng rãi, biển sạch nhưng sóng hơi to, buffet sáng ngon, nhận_phòng chậm. Nhìn chung ổn"
True,2099,"Ăn buffet sáng xong đau bụng. Phòng sạch_sẽ, nhưng nói chung lần sau sẽ không ở vin."
True,2102,"khách_sạn tuy cũ nhưng sạch_sẽ, nhân_viên thân thiện, nhiệt tình. Thức ăn tuy phong phú, nhưng thiếu món đặc trưng Phan Thiết. Khu vui chơi thiếu nhi chưa hiện đại"
True,2110,"Buffet ăn sáng món ăn đa dạng,nhưng cần xịt tẩy trùng bàn ăn trước khi dọn mới để phòng dịch"
True,2113,"Phòng đẹp, sang trọng và ấm cúng. đồ ăn ngon, cảnh rất đẹp, phù hợp đi nghỉ tuần trăng mật cho các cặp đôi"
True,2144,"khách_sạn mới, đẹp nhưng nước biển thì dơ"
True,2159,Chuyến đi của gia đình tôi mọi việc đều tốt đẹp
True,2163,HOÀN HẢO TOÀN DIỆN
True,2169,"khách_sạn ở cách Sun world 3,5km. Đi taxi hết 50k. khách_sạn 3 sao nhưng phòng đạt chuẩn 5 sao. gối nằm cực sướng, không bị đau cổ. Bàn chải mềm, chăn ấm nệm êm. Giường 2m rộng rãi. Lễ tân niềm nở dễ thương. ăn sáng buffet hơi ít món nhưng cũng ổn. Gần khách_sạn có nhiều quán ăn. Đáng để ở lắm. Mình rất ưng ý."
True,2196,"khách_sạn sạch_sẽ, đầy đủ tiện nghi. giá_cả hợp lý, gần khu ăn uống, khu buôn bán địa phương."
True,2205,"Phòng khung_cảnh biển ok, sạch, nội thất đẹp, bữa sáng ngon miệng và chỗ ngồi sang trọng"
True,2207,"Lễ tân, cô dọn phòng siêu dễ thương, phòng ổn sạch_sẽ mình săn được giá tốt. đến hết phòng đặt được upsize phòng miễn_phí. chắc chắn sẽ quay lại"
