Infrastructure,Index,Comment
True,754,"Tôi đã có một kỳ nghỉ thật tốt, nhân_viên ở đây rất thân thiện, họ giúp chúng tôi rất nhiều, tôi sẽ quay lại đây"
True,755,"Việc đặt khách_sạn rất dễ dàng, các bạn ivivu hỗ trợ mình rất nhanh và tận tình, về khách_sạn thì không có gì phàn nàn, mọi thứ rất đẹp và tốt,"
True,760,"ghế ngồi trên xe bị hư nên khi dựa vào nó cứ nằm ngả ra sau và không đứng yên giống ngồi bập bênh , gây tiếng ồn nhức đầu.tài xế tới đón khách trễ 15 phút , miễn cưỡng khách vào khu mua sắm Tre Việt với lý do cho khách đi tiểu tiện, mặc dù khách không có nhu cầu.Tắc máy xe gây nóng để muốn tất cả khách vào khu mua sắm."
True,763,"khách_sạn ở thoải mái, nhân_viên phục_vụ cũng rất nhiệt tình."
True,766,"Phòng ốc sạch_sẽ, nhân_viên phục_vụ tốt, vị trí gần biển. Thuê xe máy 150k/ngày, nhưng mà cứ nổ máy là tính ít nhất 0.5 ngày, cái này có vẻ hơi không được happy lắm. Còn lại là ok."
True,768,"Chúng tôi hài lòng về khách_sạn, chất lượng phục_vụ tốt"
True,770,Tốt . Không có vấn đề gì .
True,772,khách_sạn làm tôi hài lòng với những nhân_viên thân thiện. hỗ trợ khách hàng hết mình..thank you khách_sạn
True,773,Cách phục_vụ và chất lượng phòng của khu_nghỉ_mát tôi đều ưng ý
True,776,"Chuyến đi mình cảm thấy hài lòng, nhân_viên chu đáo, chăm sóc tận tình, tư vấn kỹ gia đình. 
cảm ơn ivivu. "
True,777,khách_sạn mới xây dựng và đi vào hoạt động rất sạch_sẽ vị trí cũng thuận_lợi giá_cả hợp lý
True,779,"Mình và gia đình đã có 1 chuyến đi thuận_lợi và hài lòng cảm ơn dịch_vụ của ivivu   khu_nghỉ_mát tương đối đẹp, khung cảnh thanh bình, đồ ăn nhà hàng phục_vụ tương đối ngon. nhân_viên thái độ phục_vụ nhiệt tình, lịch sự, luôn tận tình giúp đỡ. Chỉ có 1 điểm trừ duy nhất là mùa này biển ở đây không thể tắm được, đành phải ra bể bơi khu_nghỉ_mát bơi tạm. "
True,780,"Không trọn vẹn vì không được vào khu vực Vin Wơnder, còn mọi thứ đều hài lòng."
True,783,"Mọi thứ đều tốt nhưng ngày lễ nhận_phòng quá trễ, khiến mọi người bực 😭"
True,785,"Tốt, các dịch_vụ khách_sạn tốt, nhân_viên cũng vui vẻ, nhiệt tình. "
True,786,"Thực đơn buổi sáng rất đơn điệu, phòng nhỏ, ở 3 ngày 2 đêm mà không hề dọn dẹp vệ sinh trong phòng"
True,787,"khách_sạn đẹp, vị trí trung tâm thuận tiện cho du khách đi chơi mua sắm, nhân_viên phục_vụ vui vẻ, buffet sáng ngon, đồ ăn phong phú"
True,791,Tốt lắm. Không có gì nói thêm.
True,793,Tiệc buffet chưa được ngon cho lắm cần khắc phục những điểm đó còn ngoài ra thì đều okay!
True,796,Đúng chất nghỉ dưỡng! Gia đình đã có chuyến đi vui và hài lòng.
True,800,"Tôi đã đặt sai ngày, tuy nhiên bạn lễ tân tên Hà và bạn tư vấn tên Tâm đã hỗ trợ rất tốt, khu nghỉ dưỡng rộng, đẹp, nhân_viên dễ thương, nhiệt tình, chúng tôi rất hài lòng."
True,802,"Tốt. nhân_viên nhiệt tình. Phòng sạch_sẽ, gần trung tâm đi lại thuận tiện…."
True,804,"nhân_viên nhiệt tình, giá_cả hợp lý, chắc chắn tôi sẽ lựa chọn ivivu cho những chuyến đi kế tiếp. Khu nghỉ dưỡng ở thoải mái"
True,805,"Khi đặt phòng nhân_viên tư vấn không nói rõ về việc khách_sạn mới hoạt động nên rất nhiều dịch_vụ chưa đi vào hoạt động như bể bơi, phòng tập, khu vui chơi... Đến khách_sạn 5 sao mà chỉ độc mỗi phòng ngủ. khách_sạn thì xa. Tuy nhiên nhân_viên khách_sạn nhiệt tình, khách_sạn sạch_sẽ và rất đẹp "
True,808,"Tôi thấy dịch_vụ và phòng ổn, chuyến đi tốt đẹp"
True,812,Chuyến đi mọi việc đều ổn. Chúng tôi không có gì phải phàn nàn về chuyến đi
True,822,Gia đình và tôi đánh giá tốt về vinpearl. Mọi dịch_vụ và nhân_viên rất chu đáo và chuyên nghiệp.
True,825,"Mình hài lòng về mọi thứ nhé, mình đi chơi vui. Côn Đảo đẹp. "
True,830,Tôi cảm thấy hài lòng về chất lượng và dịch_vụ của khách_sạn. dịch_vụ ivivu tốt.
True,1025,"khách_sạn đẹp, dịch_vụ và nhân_viên tôi thấy rất ưng ý"
True,1032,"khách_sạn và dịch_vụ điều ok, ivivu hỗ trợ tốt"
True,1041,"Chuyến đi rất tốt, tôi rất hài lòng, không có bất cứ phàn nàn nào về khách_sạn hay ivivu cả, chắc chắn sẽ gọi lại vào lần sau."
True,1045,"Mình thấy chuyến đi vui và mọi thứ rất tốt, không có gì để phàn nàn"
True,1047,"Chất lượng tuyệt , đáng để trải nghiệm, lễ tân hoà đồng niềm nở 🤩"
True,1058,"khá tốt, địa điểm gần vs nhiều địa điểm thăm quan, phòng sạch_sẽ, tuy nhiên nên sửa chữa 1 vài chỗ cho hoàn chỉnh(ví dụ như nhà_vệ_sinh không có tay nắm, không khóa được) , khách_sạn hơi nhỏ, mở rộng được thì tốt"
True,1067,"dịch_vụ ổn, mình ở khách_sạn cũng thấy hài lòng, nhân_viên cũng nhiệt tình phục_vụ. cảm ơn ivivu. "
True,1082,"khách_sạn phục_vụ với chất lượng tốt, nhân_viên chăm sóc khách hàng nhiệt tình, vị trí của khách_sạn cũng rất là thuận tiện. Đáng giá tiền."
True,1121,Tôi hài lòng về chuyến đi và cách phục_vụ của khu_nghỉ_mát
True,1131,"cảm ơn Melissa đã cho tôi kỳ nghỉ tuyệt vời. Vị trí thuận_lợi di chuyển. Mọi thứ chuẩn bị rất chu đáo, sạch_sẽ."
True,1132,"khu_nghỉ_mát quá đẹp, vị trí thuận tiện, dịch_vụ quá là ok, điểm đáng tiếc duy nhất là hình như không có dịch_vụ spa"
True,1146,"khách_sạn khung_cảnh cực đẹp, vị trí thuận tiện, đầy đủ các tiện_ích. Nếu có xe chở khách xuống cáp treo để qua vinpearland sẽ tốt hơn. "
True,1150,"Bạn Đức ivivu tư vấn nhiệt tình và hỗ trợ rất tốt. khách_sạn đẹp, nhân_viên thân thiện, đặc biệt là bạn Trân FO Sup rất dễ thương nhưng ăn sáng tệ, ít lựa chọn lại không ngon"
True,1154,"Thủ tục nhanh, gọn. Phòng sạch và thoải mái"
True,1159,"Rất ưng ý. Chắc mình đi vào thời gian không đông nên khách_sạn sạch_sẽ, thoáng mát"
True,1171,"khu_nghỉ_mát đẹp, dịch_vụ tốt, nhân_viên ok"
True,1172,Khuôn viên rộng nên gọi xe di chuyển hơi lâu. nhận_phòng/trả_phòng mất thời gian chắc do đông khách. Đồ ăn gọi rất nhanh
True,1177,"Không gian đẹp, sạch_sẽ, nhân_viên nhiệt tình."
True,1192,"Trải nghiệm như các đề xuất trước. Phòng bẩn, dưới gầm giường nguyên rác, bàn bẩn. nhân_viên không nhiệt tình vui vẻ. Trải nghiệm chán."
True,1206,"Phòng đẹp sạch_sẽ, ở đây có cho thuê luôn cả xe máy nên tiện lém. Anh chị chủ cũng dễ thương và thân thiện nữa. Đánh giá cao 👍🏻"
True,1229,"Phòng ốc ổn, ăn sáng không ngon ít đồ"
True,1238,mình hài lòng vì vinpearl rất chất lượng
True,1255,"Phòng sạch đẹp, vị trí trung tâm phố cổ, nhân_viên thân thiện."
True,1257,"Tôi ở sea links rất thích, cảnh xung quanh cũng đẹp, hồ bơi rất ok. nhân_viên cũng nhiệt tình chu đáo lắm."
True,1261,khu_nghỉ_mát đẹp. nhân_viên phục_vụ chu đáo. nhưng hơi nhiều côn trùng.Tôi hài lòng về cách phục_vụ của khu_nghỉ_mát
True,1263,"Chị Liễu nhân_viên bên ivivu hỗ_trợ rất nhiệt tình trong quá trình đặt phòng (đổi phòng, hoàn phí)., nên rất yên tâm. khu_nghỉ_mát rất đẹp, biển trong cát mịn. Hồ bơi sạch và ăn sáng rất nhiều chủng loại từ Âu tới Á. Các anh chị nhân_viên nhiệt tình, dễ thương. trả_phòng có thể hơi lâu tùy vào tình hình khách_sạn."
True,1272,"Phòng sạch_sẽ ấm cúng, dịch_vụ tốt"
True,1273,"Vị trí của khách_sạn nằm ngay mặt đường khá thuận_lợi cho việc đi lại, nhưng phục_vụ phòng lại không thân cho thiện lắm, Tôi đặt phòng cho 2 người thì diện tích hơi chật. Đồ ăn thì đắt lại không được ngon. nhân_viên tư vấn bên ivivu thì nhiệt tình, nhanh chóng"
True,1296,"Phòng ốc và dịch_vụ rất tốt, tôi thích chuyến đi lắm. Tôi có giới thiệu cho bạn bè về ivivu, các bạn làm việc chu đáo, tôi hài lòng"
True,1297,Thoải mái sạch_sẽ chuyên nghiệp
True,1299,"khách_sạn rất sạch_sẽ, yên tĩnh. nhân_viên nhiệt tình. Hồ bơi nhìn ra biển tuyệt đẹp. Nếu có cơ hội mình sẽ quay lại lần nữa."
True,1300,"Biển và hồ bơi đẹp, những muỗi nhiều. khách_sạn bố trí tính dầu dưỡng muỗi sẽ tốt hơn"
True,1330,Mình đánh giá về khách_sạn và nhân_viên chu đáo
True,1338,"Tôi rất hài lòng về chất lượng và dịch_vụ của khách_sạn. nhân_viên hỗ trợ tốt, đầy đủ thông tin. Cảm ơn ivivu"
True,1358,"Tôi thấy chuyến đi không có gì để phàn nàn,tốt hết."
True,1372,"Khu nghỉ dưỡng đẹp và phòng ốc sạch_sẽ, nhân_viên tận tình chu đáo."
True,1374,"Đẹp mọi phương diện tại khách_sạn từ cảnh quan đến nhân_viên, nhưng nhất là giá_cả rất hợp lý của ivivu ! cảm ơn ivivu !"
True,1383,"khu_nghỉ_mát rất tuyệt, không chê vào đâu được, chúng tôi thích lắm"
True,1394,"dịch_vụ khách_sạn ok, dịch_vụ ivivu hỗ trợ tốt, chăm sóc khách hàng tốt"
True,1402,"Vị trí đẹp, nhân_viên nhiệt tình, phòng sạch,thoáng."
True,1425,Khá lâu rồi mới trở lại đây. khu_nghỉ_mát đã thay đổi đẹp hơn rất nhiều. Ăn sáng lên thức ăn hơi chậm
True,1428,"Rất hài lòng về chất lượng dịch_vụ của khu_nghỉ_mát, mình được thư_giãn đúng nghĩa của kỳ nghỉ."
True,1431,"ivivu làm việc rất chuyên nghiệp, hỗ trợ khách nhanh chóng , nhiệt tình.  khách_sạn đẹp, nhân_viên lễ phép, khá chuyên nghiệp, phong cảnh đẹp. Ăn sáng ngon. Tuy nhiên ăn trưa, tối thì các món ăn chưa phong phú lắm. Nếu khu_nghỉ_mát cải thiện hơn về đồ ăn thì thực sự hoàn hảo."
True,1458,Chuyến đi này mình rất thích. Vừa vui và ở rất thoải mái.
True,1464,"Mình thấy khách_sạn điều tiết được lượng khách khi tham gia ăn buffet rất tốt, không có gì để phàn nàn khi trải nghiệm nghỉ dưỡng tại đây. Mình đã đi khá nhiều khu_nghỉ_mát và khách_sạn nên đánh giá nơi này khá tốt, không có vấn đề gì để phàn nàn. Mình cho khách_sạn 4,5đ.
nhân_viên ivivu chuyển thông tin và yêu cầu của mình cho khách_sạn rất chính xác, hỗ trợ nhiệt tình.  "
True,1469,"một chuyến đi quá tuyệt vời đối với gia đình mình. khu_nghỉ_mát rất đẹp, món ăn ngon hợp khẩu vị gđ mình. và nhân_viên siêu dễ thương"
True,1470,khu_nghỉ_mát khá đẹp tuy nhiên hơi xa trung tâm (35km) và buffet sáng cần cải thiện
True,1476,"Sẽ quay lại vào dịp sau, tiếc là chưa được vào phòng ghim xem như thế nào 😊"
True,1478,"khu_nghỉ_mát có đón khách ở sân bay nhưng chỉ từ 8-5 giờ , mình đến lúc 9 giờ phải tự kiếm xe về khách_sạn, khuôn viên thì không đẹp"
True,1491,Tôi có yêu cầu nhân_viên chọn phòng 2 giường nhưng khi đến khách_sạn lại là phòng 1 giường
True,1496,"Tôi cảm thấy rất hài lòng về chất lượng và dịch_vụ của khách_sạn, tuy nhiên nó hơi xa các địa điểm vui chơi khác, dịch_vụ ivivu tốt (Hiếu)"
True,1499,"Tôi đã có một chuyến đi tuyệt vời ở đây ở The Palmy - đến đó vào khoảng thời gian hoàng hôn và nhân_viên lễ tân rất thân thiện, hỗ trợ và thấu hiểu. Tôi có một vấn đề nhỏ với đặt phòng của mình nhưng họ đã sắp xếp nó trong một phút và thậm chí nâng cấp phòng của tôi mà không phải trả thêm phí. Hồ bơi bên bờ biển thật tuyệt vời. Tôi đã đến đảo PQ vài lần nhưng lần này tôi thực sự thú vị. Cảm ơn bạn rất nhiều The Palmy."
True,1506,"dịch_vụ khách_sạn và nhân_viên ivivu tốt lắm, nhưng nếu phản hồi thứ 7 - chủ nhật nhanh hơn thì ok hơn."
True,1507,Chất lượng tốt. dịch_vụ xuất sắc.
True,1510,"Khu nghỉ dưỡng dịch_vụ tốt, nhân_viên thân thiện. ivivu được, giá_cả hợp lý, tư vấn lần này hơi chậm"
True,1532,"dịch_vụ của khách_sạn rất tốt, nhân_viên rất ổn. Nhược điểm là hơi xa trung tâm thành phố"
True,1562,"nhân_viên tư vấn Huyền rất nhiệt tình, khách_sạn sạch đẹp, ăn sáng rất ngon, lễ tân và các nhân_viên khác đều nhiệt tình mến khách, cảm ơn các bạn rất nhiều"
True,1564,"Tôi cũng thường ở đây rồi vì dịch_vụ cũng như nhân_viên khá chuyên nghiệp , tôi không có gì phàn nàn cả . Còn về nhân_viên ivivu tôi thấy hỗ trợ cũng rất tốt tôi hài lòng."
True,1580,"khách_sạn có dịch_vụ rất tốt, nhân_viên vui vẻ, dịch_vụ của ivivu hỗ trợ tôi rất tốt, nhiệt tình."
True,1584,"Đồ ăn không được ngon, theo khẩu vị của tôi là vậy. Phòng ốc sạch_sẽ, nhân_viên nhiệt tình"
True,1594,"Tôi thích trung tâm kinh doanh của khách_sạn, thật tiện_lợi và nhân_viên rất nhiệt tình."
True,1599,khách_sạn này là lần thứ 2 Tôi đến mọi thứ vẫn rất tốt như lần đầu tiên . Bạn Hương đã làm đặt phòng cho Tôi đầy đủ thông tin và tư vấn nhiệt tình .
True,1610,"nhân_viên dễ thương, nhiệt tình, phòng ốc sạch_sẽ, gần phố đi bộ"
True,1621,Thoáng mát sạch_sẽ tuyệt khung_cảnh
True,1623,"khách_sạn này đặt chuẩn 5 sao, dịch_vụ rất tốt, nhân_viên rất nhiệt tình, có bãi biển riêng rất sạch và đẹp"
True,1639,"giá_cả hợp lý, tuy nhiên bữa ăn sáng chưa ngon lắm. Phòng không cấp nước uống cho khách như một số khách_sạn khác. "
True,1661,"Lễ tân thân thiện, nhiệt tình, khách_sạn sạch_sẽ thoáng mát"
True,1673,phòng tầng 6 đường thoát nước rất mùi
True,1702,"Phòng Victoria Phan Thiết có mùi thơm thoang thoảng rất dễ chịu. 
Mình sẽ quay lại"
True,1710,"Tuyệt! Ổn khách_sạn nhiệt tình, phòng ốc sạch_sẽ gọn_gàng"
True,1724,"khách_sạn ngay bờ biển, phòng ocean khung_cảnh đẹp tuyệt vời, dịch_vụ tận tình chu đáo"
True,1796,"Chuyến đi mình rất hài lòng, thoải mái và nhân_viên rất chu đáo"
True,1803,Tôi thấy chuyến đi rất tốt.Thoải mái và dễ chịu. Cảm ơn ivivu nhé
True,1804,"Kỳ nghỉ tuyệt vời đúng nghĩa, dịch_vụ cực tốt và thân thiện. Mặc dù phong cảnh chưa hoàn thiện hết nhưng bù lại hồ khoáng lớn nhất ĐNA và khu tắm khoáng, tắm bùn rất thích. Highly Recommend mọi người đến đây nên mua thêm combo để trải nghiệm hết các dịch_vụ ở đây. Nếu có dịp lần sau mình cũng vẫn sẽ quay lại "
True,1805,Phòng và dịch_vụ điều ok. ivivu hỗ trợ tốt
True,1889,"khách_sạn sạch_sẽ, tuy nhiên hôm mình nhận phòng có 1 bạn lễ tân cảm giác hơi khó chịu vì hôm đó khách đông. Nhưng thôi khách_sạn ở cũng thoải mái"
True,1956,"khách_sạn phục_vụ kém, về muộn nhân_viên trực đêm mãi mới mở cửa, ồn ào từ nhà hàng, nhân_viên nói chuyện cười đùa sáng sớm không ngủ được. Phải gọi điện nhắc nhở! Kỳ nghỉ mệt mỏi tại đây!"
True,1978,"Tôi đã có 1 chuyến đi rất vui ở Six Senses Côn Đảo. nhân_viên tư vấn cho tôi nhiệt tình, còn nhắc cho tôi giờ đi rất chu đáo. khách_sạn trên cả tuyệt vời, nhất định sẽ quay lại trong thời gian tới và sẽ đồng hành cùng ivivu. "
True,2009,"Gia đình tôi đã nhiều lần ở đây và sử dụng dịch_vụ ivivu nhiều lần, tôi rất thích sự chu đáo của các bạn nhân_viên và sự thoải mái khi ở khách_sạn"
True,2071,"Khu nghỉ dưỡng lý tưởng, tuyệt vời "
True,2072,"dịch_vụ chuyên nghiệp. nhân_viên tận tình lắm. Mình ở bungalow ven biển rất xinh xắn. 2 vợ chồng ở thấy rộng quá. Cả gia đình có con ở cũng vừa. Nhưng không khí ở đây mình thấy phù hợp cho người lớn, bạn trẻ đi cùng nhau hơn. Nên dùng dịch_vụ kayak và xông hơi. Ngắm bình minh đẹp tuyệt. Ở đây hoàng hôn phía sau núi nên chỉ nhìn thấy bầu trời sắc màu thôi. Hôm mình đi có thêm trăng rằm rất sáng. Đồ ăn trong làng chài cũng ok. Rẻ hơn trong thành phố."
True,2074,"Lần thứ 2 ở Rex. Săn được đơn tốt nên giá siêu rẻ. Vị trí tuy khá xa biển nhưng yên tĩnh. Mình thích điều này vì không may có dịch Corona, cần hạn chế đông người và giao tiếp người lạ. khách_sạn rất tôn trọng quyền tự do cá nhân của khách. Rất sạch_sẽ, nội thất y hình, sang trọng. Sẽ quay lại khi có dịp và giới thiệu cho khách của mình!"
True,2078,Mọi thứ đều tốt. nhân_viên tốt chu đáo. Nhà hàng ngon. dịch_vụ tốt. phục_vụ hài lòng.
True,2079,"Không gian rộng rãi, biển sạch nhưng sóng hơi to, buffet sáng ngon, nhận_phòng chậm. Nhìn chung ổn"
True,2085,"Phòng và dịch_vụ ok, buffet phong phú món ăn. Tôi đã sử dụng dịch_vụ của ivivu nhiều lần và thích lắm "
True,2099,"Ăn buffet sáng xong đau bụng. Phòng sạch_sẽ, nhưng nói chung lần sau sẽ không ở vin."
True,2108,"Tôi hài lòng về dịch_vụ của ivivu mang lại, các bạn check phòng nhanh, chuyên nghiệp. Tuy nhiên, thức ăn sáng không đa dạng, phòng sạch_sẽ, thoải mái. "
True,2119,"Khi nhận phòng tại đây chúng tôi phải chuyển phòng vài lần, phòng thị có mùi thuốc lá do không vệ sinh kỹ, phòng thì bị hôi cống thoát nước... Nói chung là không hài lòng khi nghĩ tại đây"
True,2147,"Khu nghỉ dưỡng quá tuyệt, không có gì phải phàn nàn "
True,2156,"bẩn, nhân_viên phục_vụ kém, không sắp xếp được chỗ đậu xe"
True,2159,Chuyến đi của gia đình tôi mọi việc đều tốt đẹp
True,2161,Rất hài lòng về sản phẩm và dịch_vụ của ivivu cũng như của Sheraton Four Points Đà Nẵng👍🏻
True,2163,HOÀN HẢO TOÀN DIỆN
True,2182,"Nơi tốt, dịch_vụ và địa điểm cho chuyến đi ngắn của tôi. Tiếp tục, tôi sẽ quay lại."
True,2212,"Phòng và dịch_vụ rất tốt, tuy nhiên buffet sáng không ngon"
True,2216,tốt. Tôi rất thích khách_sạn cũng như các combo của ivivu
True,2229,"Đồ ăn sáng không ngon, phòng có mùi khó chịu và cũ kỹ. Không giống hình ảnh."
True,2232,"Tôi rất hài lòng về dịch_vụ khách_sạn này, với số tiền tôi bỏ ra thì tôi thấy rất phù hợp. "
