Attitude,Index,Comment
True,1123,"nhân_viên lễ tân và phục_vụ tại đó thì dễ thương. Phòng ốc to rộng đậm chất cổ cổ kiểu Pháp. Lò sưởi trong phòng bật lên cũng không thấy khác gì không bật. Buổi sáng Buffet ít món, không ngon lắm, ăn uống thì chưa đạt chuẩn 5 sao nhưng trải nghiệm thì khá ok."
True,1135,"khách_sạn tốt. nhân_viên ivivu nhiệt tình trong việc đổi và bảo lưu đặt phòng. Khách than phiền về team vé máy bay ( về quy định sau khi khách bảo lưu, team vé báo giá trị của khác không bằng 1/5 của vé mới), khách sẽ không quay lại sử dụng dịch_vụ nữa"
True,1142,Phòng ok. Mỗi cái bể bơi hơi bé. Đồ ăn khách_sạn các món hay hết sớm và không được phong phú lắm nên bổ sung
True,1160,"dịch_vụ chu đáo, phòng đẹp và thoải mái nhưng bữa sáng chưa ok lắm, không được ngon"
True,1162,Bạn bảo vệ ban đêm nhìn mặt rất khó chịu. Khách đến nhờ hỗ trợ check cái Camera để xem khách đem ví vào khách_sạn hay để quên ở trên xe Grab. Nhìn cứ như giang hồ hơn là an ninh. Còn lại mọi thứ ok. Từ lễ tân đến chú Bảo vệ Ban Ngày.
True,1170,"Rất tốt...! nhân_viên Bảo vệ quan sát khi khách xuống bãi biển lo quá...khách cũng ngại không muốn để bảo vệ lo lắng ,nên tắm biển không thoải mái , nói chung Vì an toàn ,sạch_sẽ , ăn uống rất vừa miệng ,Chúc khu_nghỉ_mát vượt qua mùa dịch Covid -19"
True,1174,"Không gian khu_nghỉ_mát ok, vị trí hơi xa so với các khu_nghỉ_mát khác, nhưng gần đồi hồng tôi thấy cũng tiện đi lại và vui chơi, ăn sáng thiên về món ăn phương Tây, tôi ăn không quen nhưng tôi thấy thức ăn cũng ngon. Tôi hài lòng về khu_nghỉ_mát này."
True,1197,"Nếu không để ý quá tới nội thất trong phòng thì khu_nghỉ_mát cũng thoải mái, có hồ bơi vô cực ở lầu 8 chụp hình rất đẹp. Buffet sáng tương đối ít món nhưng ăn vẫn ổn. Khi cần gọi điện xuống lễ tân thì được phục_vụ rất ok."
True,1208,"Phòng đẹp nhưng nhà_vệ_sinh xấu quá, đơn điệu và không được sang trọng. Phòng gần biển nghe sóng biển nghe ầm ầm. dịch_vụ ok lắm"
True,1211,"Cũng được nhé, có 2 Hải Yên, toà màu trắng có bể bơi nhìn ra biển đẹp hơn ạ, nên giá chắc cũng mắc hơn. Mình ở toà đối diện, cũng có hồ bơi nhưng không đẹp bằng 😁 nhưng vẫn sang bên kia chụp ảnh và chơi được nha"
True,1220,"Tôi cảm thấy rất hài lòng về chất lượng và dịch_vụ của khách_sạn, tuy nhiên nó hơi xa các địa điểm vui chơi khác, dịch_vụ ivivu tốt (Hiếu)"
True,1223,"Hôm đầu mình ở thì trời mưa, phòng bị thấm nước, mình báo bộ phận lễ tân và được đổi phòng. Mình khá hài lòng khi ở đây."
True,1228,"tiếp tân chưa nhiệt tình, chất lượng phục_vụ chưa tốt, phòng ốc sạch_sẽ, sang trọng"
True,1229,"Phòng ốc ổn, ăn sáng không ngon ít đồ"
True,1237,"Tôi thấy khu nghỉ dưỡng xa trung tâm, mọi thứ đều tốt nhưng hồ bơi đông, nước không được trong . So với số tiền Tôi bỏ ra thì hạng sao cũng khá phù hợp . Còn về ivivu, mọi thứ đều rất tốt 9/10"
True,1269,"khách_sạn hơi cũ, giá phải chăng, gần biển"
True,1273,"Vị trí của khách_sạn nằm ngay mặt đường khá thuận_lợi cho việc đi lại, nhưng phục_vụ phòng lại không thân cho thiện lắm, Tôi đặt phòng cho 2 người thì diện tích hơi chật. Đồ ăn thì đắt lại không được ngon. nhân_viên tư vấn bên ivivu thì nhiệt tình, nhanh chóng"
True,1274,Lần đầu trải nghiệm mưa bão Đà Nẵng là thế nào. Mình nghĩ cần cải thiện cách âm của căn phòng. Còn lại thì OK
True,1275,"Phòng nhỏ nhưng đủ dùng cho 2 người, nhân_viên khách_sạn nhiệt tình. Vị trí khách_sạn thuận tiện di chuyển các khu vực vui chơi khác. giá_cả ổn, hợp lý"
True,1284,Tất cả mọi thứ đều ổn. khách_sạn cũng ở vị trí khá trung tâm.
True,1288,Phòng khách_sạn khá ổn nhưng nhà vệ sinh thiết bị đã cũ và không được sạch_sẽ. Cửa sổ bụi bẩn vô cùng. Đệm và giường rộng và êm.
True,1295,"Nó tuyệt vời với giá thấp. Nó không có thang máy, cửa khăn cũ. Đối với tôi, điều đó không thành vấn đề, vì vậy tôi sẽ trở lại đây một lần nữa."
True,1318,"dịch_vụ tốt, làm rơi tiền nhân_viên nhặt được trả lại, phòng hơi cũ hơi so với 5 sao. ivivu có dịch_vụ phản hồi tốt "
True,1321,"khách_sạn khá mới và đẹp, hơi xa trung tâm nhưng ở ok"
True,1326,"khách_sạn không có bồn tắm nằm, còn phòng thì sạch_sẽ và dịch_vụ cũng ok"
True,1335,"Ăn uống và  phòng ốc ổn, nhưng khung_cảnh thì chưa được đẹp lắm. ivivu hỗ trợ tốt và uy tín"
True,1342,"Ngày thứ 2 buffet sáng đồ ăn hạn chế. khung_cảnh nhà hàng rất đẹp, phòng vệ sinh sạch, tiện nghi"
True,1347,"khách_sạn có nhiều khung_cảnh đẹp phục_vụ chu đáo phòng không gian khá tốt,chỉ có điều món ăn cho bữa sáng không hài lòng chỉ có món nước ngon và món lagu ngon còn lại thì không, nhưng như vậy cũng ổn khi đang vào mùa du lịch giá_cả phải chăng nữa vì vậy tôi đánh giá 4 ⭐️ 👍"
True,1350,"khách_sạn ổn. ivivu tốt, hài lòng"
True,1364,"phục_vụ chưa tốt, khách_sạn vị trí ok"
True,1376,"khu_nghỉ_mát còn đang sửa chữa hoàn thiện nên dịch_vụ còn hạn chế. Phòng hơi cũ và giường đơn hơi nhỏ, cách âm không tốt. Ăn uống thì tạm được. nhân_viên tốt lịch sự "
True,1391,Chờ hỗ trợ rất lâu . Thường phải đứng chờ bạn đang bận gì Á loay hoay mãi mới hỏi lại mình cần gì :/
True,1395,"Chuyến đi của chúng tôi rất ok, mọi việc đều ok. ivivu đặt phòng nhanh"
True,1406,"Vô cùng thất vọng với 1 khu_nghỉ_mát 5 sao như thế này. nhận_phòng chậm, sảnh chờ cực kỳ nóng, nhân_viên khó chịu, không nhiệt tình. Khách hỏi mới trả lời không chủ động. Wifi rất yếu. Chỉ bắt được ở khu vực lễ tân .Về phòng là mất, ăn sáng rất ít món. nhân_viên phục_vụ cũng khó chịu. trả_phòng gọi nửa tiếng không thấy ai. Xe điện không chở khách đi."
True,1408,"Nội thất phòng khá cũ, giống như khách_sạn 5 sao của thế kỉ trước. Bữa sáng chủ yếu là tinh bột, thịt thì đa phần là thịt chế biến sẵn (xúc xích, giăm bông, thịt xông khói…). Nếu so với các khách_sạn 5 sao khác thì không bằng. Tuy nhiên phòng ốc sạch, khung_cảnh công viên Sunworld rất đẹp, đi ra bãi tắm hết khoảng 30k tiền taxi hoặc có thể chọn đi xe đạp cũng tiện. mọi người có ở Mường Thanh thì nên chọn Mường Thanh Hạ Long bên cạnh vì khách_sạn mới và đẹp hơn"
True,1425,Khá lâu rồi mới trở lại đây. khu_nghỉ_mát đã thay đổi đẹp hơn rất nhiều. Ăn sáng lên thức ăn hơi chậm
True,1433,Chuyến đi của tôi và gia đình rất ok
True,1447,"Phòng hơi nhỏ nhưng sạch_sẽ. Đồ ăn ít, không ngon."
True,1465,"Ít hoạt động vui chơi khô, chỉ có hoạt động ngâm nước là đa số thôi, công viên khủng long thì nữa vời, chưa tới. Cách phục_vụ và phòng ốc tại khu nghỉ dưỡng thì rất tốt"
True,1467,"khu_nghỉ_mát rất đẹp và nhân_viên phục_vụ rất chu đáo. Tuy nhiên wifi tòa A hơi chập chờn, chạy không ổn định"
True,1470,khu_nghỉ_mát khá đẹp tuy nhiên hơi xa trung tâm (35km) và buffet sáng cần cải thiện
True,1473,"khách_sạn đẹp, nhân_viên nhiệt tình tuy nhiên phòng gần cạnh lối xuống biển của người địa phương không được riêng tư."
True,1476,"Sẽ quay lại vào dịp sau, tiếc là chưa được vào phòng ghim xem như thế nào 😊"
True,1489,"dịch_vụ nhìn chung rất tốt, vị trí hơi xa, chắc chắn sẽ quay lại"
True,1496,"Tôi cảm thấy rất hài lòng về chất lượng và dịch_vụ của khách_sạn, tuy nhiên nó hơi xa các địa điểm vui chơi khác, dịch_vụ ivivu tốt (Hiếu)"
True,1497,"Bữa ăn bình thường, vị trí hơi xa trung tâm"
True,1498,"Tôi thấy khu nghỉ dưỡng xa trung tâm, mọi thứ đều tốt nhưng hồ bơi đông, nước không được trong . So với số tiền Tôi bỏ ra thì hạng sao cũng khá phù hợp"
True,1499,"Tôi đã có một chuyến đi tuyệt vời ở đây ở The Palmy - đến đó vào khoảng thời gian hoàng hôn và nhân_viên lễ tân rất thân thiện, hỗ trợ và thấu hiểu. Tôi có một vấn đề nhỏ với đặt phòng của mình nhưng họ đã sắp xếp nó trong một phút và thậm chí nâng cấp phòng của tôi mà không phải trả thêm phí. Hồ bơi bên bờ biển thật tuyệt vời. Tôi đã đến đảo PQ vài lần nhưng lần này tôi thực sự thú vị. Cảm ơn bạn rất nhiều The Palmy."
True,1504,"khách_sạn rất tốt, trang thiết bị hiện đại phù hợp với style của mình. Các bạn phục_vụ cũng rất tốt. nhân_viên ivivu hỗ trợ nhiệt tình, đôi lúc hơi chậm do phải chờ kiểm tra phòng với khách_sạn nên có thể châm chước được. Nói chung là dịch_vụ tốt, ổn."
True,1516,"Chất lượng phòng và dịch_vụ ổn, mọi việc bình thường"
True,1530,"Căn hộ của Sea Links khá là đẹp với đầy đủ tiện nghi như ở nhà vậy, chỉ có điều là xe đưa đón trong khu Sea Links chạy hơi chậm thôi."
True,1532,"dịch_vụ của khách_sạn rất tốt, nhân_viên rất ổn. Nhược điểm là hơi xa trung tâm thành phố"
True,1533,"Xe đón từ biệt_thự lên sảnh hơi lâu, chắc là do khách đông. Những dịch_vụ khác vẫn tốt"
True,1542,"Chưa đạt 5 sao
"
True,1544,"khách_sạn sạch_sẽ, nhân_viên thân thiện, biển tắm không được vì có đá"
True,1554,"khách_sạn có bãi xe rộng, giá cả vừa phải, dịch_vụ ổn. Phù hợp với gia đình"
True,1556,"Phòng ốc, dịch_vụ tại khu nghỉ dưỡng khá tốt.Thái độ phục_vụ thân thiện , tuy nhiên bãi biển hơi dơ, không được dọn sạch_sẽ. Ngoài ra chị rất hài lòng về Khu nghỉ dưỡng này."
True,1571,"Vị trí khách_sạn ngay chân núi Hồ Mây, không gian yên tĩnh, rất gần biển (không phải bãi tắm) không gian thoáng mát và bình yên,
phòng có cửa sổ sáng sủa, sạch_sẽ. Đèn và ánh sáng hơi vàng, nhất là ánh sáng của cầu thang,
nhà vệ sinh cũ và nhiều vết ố. "
True,1575,"khách_sạn ok, phòng ở thoải mái, nhưng các bạn nhân_viên của khách_sạn chưa nhiệt tình trong việc phục_vụ và chưa niềm nở với khách hàng lắm."
True,1577,"Phòng sạch_sẽ, giá rẻ. Gần biển, hồ bơi."
True,1581,"Địa điểm là tốt, tuy nhiên không có khu vực đậu xe nếu bạn mang xe đạp hoặc xe của bạn, cần phải đậu xe gần công viên. Phòng là rộng rãi và bố trí tốt nhưng nó mùi thuốc lá xấu đến nỗi tôi không thể ngủ vào ban đêm, phải mở cửa sổ và để AC vào! nhân_viên thân thiện và bữa ăn sáng trên sân thượng là ok."
True,1584,"Đồ ăn không được ngon, theo khẩu vị của tôi là vậy. Phòng ốc sạch_sẽ, nhân_viên nhiệt tình"
True,1587,"khách_sạn gần trung tâm rất tiện đi lại ăn uống,bể bơi tầng 10 ổn.Nếu có dịp tôi sẽ quay lại."
True,1588,Phòng và dịch_vụ ok
True,1590,Khu nghỉ dưỡng phục_vụ ổn. Tôi không có phàn nàn gì về khu_nghỉ_mát và nhân_viên
True,1591,"Hài lòng, nhưng đón tiếp nhận_phòng chưa khoa học (cần lối đi riêng cho khách đoàn), buổi tối khá đông, không có bar hay quán cafe để ngồi uống sau khi ăn tối xong, tivi bị mất sóng. ivivu không có vấn đề gì, tư vấn nhiệt tình, nhắc nhở khách trước ngày đi, rất cẩn thận"
True,1593,"khách_sạn ở rất tốt. dịch_vụ nhanh chóng và nhân_viên thân thiện. Tuy nhiên có một cái bất tiện là thẻ khóa cửa và đi thang máy mỗi phòng chỉ có 1 cái, nhưng gia đình tôi lại đông người. Tôi nghĩ gia đình đi đông người như chúng tôi, khách_sạn nên cấp thêm thẻ khóa. ivivu thì hỗ trợ rất nhiệt tình. Cảm ơn ivivu!"
True,1595,"phục_vụ ổn, phòng khá tiện nghi, ở rất thoải mái"
True,1596,"Chất lượng phục_vụ ok, phòng ốc ổn"
True,1607,"Mọi thứ đều ok, từ tiếp tân, phục_vụ đến phòng nghỉ."
True,1609,Phòng ở rất ok. Có đi đâu tôi sẽ gọi ivivu
True,1625,"Ăn ngon, phòng hơi cũ, có mũi, hồ bơi bãi biển đẹp"
True,1626,"khu_nghỉ_mát đẹp, phòng sạch và hiện đại, công viên nước cũng ổn. nhân_viên nhiệt tình và dễ thương. Bữa trưa ở nhà hàng đông kinh khủng khiếp, đợi rất lâu và giá_cả hơi overprice so với chất lượng. Vì đông quá nên buổi trưa cũng chỉ bán set lunch chứ không cho gọi món. Ăn buổi tối hài lòng hơn. Đặt xe grab sẽ nhanh hơn rất nhiều so với nhờ khách_sạn gọi taxi tới."
True,1630,"khách_sạn rộng rãi, đẹp, bể bơi trong nhà ngoài trời đều tuyệt vời! Ăn sáng ngon! Sức chứa lớn nên lúc nhận_phòng trả_phòng, ăn sáng, bơi khá đông. khách_sạn hơi xa biển, phải đi ô tô để ra biển Bãi Cháy."
True,1636,"khách_sạn gần trung tâm, phòng ốc có vẻ mới, tốt so với mức giá này!"
True,1639,"giá_cả hợp lý, tuy nhiên bữa ăn sáng chưa ngon lắm. Phòng không cấp nước uống cho khách như một số khách_sạn khác. "
True,1640,"Vinpearl thì 5 sao thì tôi thấy quá tốt rồi, tuy nhiên tôi thấy Vinpearl ở Phú Quốc thì không được đẹp Như ở Nha Trang. Mọi thứ ở đây tôi thấy khá ok. Khi tôi đến nơi thì tôi mới đặt phòng nhưng các bạn tư vấn bên ivivu hỗ trợ cho tôi rất nhanh chóng, nhiệt tình. Lần sau tôi có đi đâu tôi sẽ tiếp tục liên hệ qua ivivu vì tôi thấy giá phòng bên các bạn khá tốt. "
True,1644,"Khóa phòng bị hư, quá cũ Ga nệm bẩn Tiền sảnh lộn xộn nhân_viên nhiệt tình, thân thiện."
True,1665,"Chỉ có một chút thiếu sót là đặt phòng 3 người nhưng tiện nghi như dép, khăn thì chỉ dành cho 2 người nên có 1 người không đủ tiện nghi."
True,1666,khách_sạn ok. ivivu đặt phòng tiện
True,1671,"Tôi thấy khách_sạn thì ok, các bạn nhân_viên thì cũng không vấn đề gì. Nhưng phòng tôi sát bên khu đang xây dựng nên rất ồn, tôi không thể ngủ được. Tôi nghĩ khách_sạn có thể tinh ý hơn và chủ động trong việc tránh xếp phòng khách ở khu đang xây dựng."
True,1676,mọi thứ rất ok
True,1677,Giá rất cao mà dịch_vụ ăn uống không đa dạng món. Phòng thì ok.
True,1678,"Phù hợp với kỳ nghỉ của 2 mẹ con mình, Phòng sạch_sẽ. Tuy nhiên xa biển."
True,1682,"Mình và em mình đi chung, em mình thì được phòng đẹp và tốt, còn mình thì được nhận phòng cũ và đồ đạc trong phòng thì rất cũ. Mình thấy khách_sạn cũng khá là vắng đáng lẽ phải nâng cấp cho mình hạng phòng cao hơn 1 xíu để sau này khách còn quay lại nữa. 
nhân_viên phục_vụ chu đáo, tốt và ăn uống ngon. "
True,1690,"Mọi thứ ok, nếu có dịp sẽ quay lại khách_sạn."
True,1692,"Phòng ốc rộng rãi, nhiều sân chơi, phù hợp nghỉ dưỡng nhưng thức ăn thì không được ngon."
True,1695,"Kiến trúc tổng thể hài hòa hợp lý, nội thất trong phòng cũ và hỏng, đồ ăn thì bình thường, nhân_viên khách_sạn ok, bạn tư vấn ivivu mình hài lòng"
True,1696,"Mình ở có 1 đêm và trong thời gian dịch nên khách_sạn vắng vẻ. Phòng ốc ok, sạch_sẽ. nhân_viên thân thiện. khung_cảnh đẹp. có 1 điểm không hiểu sao hành lang tầng 20 mình ở có 2 cái bàn, chật lối đi và cảm giác không gọn_gàng. ăn sáng theo set thực_đơn, cũng ok."
True,1699,Bữa sáng nhiều món nhưng không ngon lắm
True,1701,"khách_sạn sạch, nhân_viên bảo vệ trẻ rất nhiệt tình, tuy nhiên giường hơi kêu, nằm không thoải mái lắm"
True,1707,Đó gần như là món khoái khẩu nhất trong cả chuyến đi của tôi. Ngoại trừ dép lê 😭 Tôi ghét mang dép lê!
True,1717,"Phòng sạch_sẽ. nhân_viên tốt. Ăn sáng không phong phú lắm. Ngũ cốc, nước uống và sữa chua tệ. Wifi chưa ổn định."
True,1719,Vì mình đặt phòng family nên phòng khá rộng rãi nhưng khâu vệ sinh phòng chưa được sạch_sẽ.
True,1726,"khách_sạn gần trung tâm, phong cách cổ điển, phòng đầy đủ tiện nghi, nệm êm Tiếp tân niềm nở, chuyên nghiệp. nhân_viên xe điện và bảo vệ chưa tốt. Khách đến bảo vệ không chào, hỏi chỗ để xe, hất mặt chỉ chỗ đậu, ngồi bấm điện thoại. nhân_viên xe điện không tôn trọng khách, nói chuyện với nhau kêu khách là đám này đám nọ. Có thể do quen miệng nhưng không nên nói vậy trước mặt khách, sẽ thiếu tế nhị Ăn sáng ít món, có món phở ngon. Không gian nhà hàng rất đẹp"
True,1733,"xe đạp của khách_sạn cần phải thay bọc tay ghi đông.
Bọc tay đã bị cũ, tay ghi đông lòi đầu sắt ra, chạy xe bị té, tay ghi đông cắm vào chân, nguy hiểm."
True,1734,"Phòng trang trí theo phong cách Đông Dương, khá đẹp. nhân_viên lịch sự. Hồ bơi đẹp, bãi biển nhỏ. Đồ ăn sáng không phong phú, món nước nấu cho có."
True,1741,"Về tổng thể khu nghỉ dưỡng thì tôi không ấn tượng lắm, vì rất đông người, buổi sáng có rất nhiều khách từ ngoài và những khu nghỉ lân cận, chỉ cần tầm 1 triệu là có thể vào ăn sáng và bơi rồi. Tôi thấy không còn sự riêng tư như lúc mới nữa"
True,1751,"Phòng ốc không đáp ứng đủ nhu cầu sử dụng. Đặc biệt là nhà vệ sinh không có vòi nước ở lavabo, chỉ sử dụng được duy nhất vòi sen. Điều hòa bật rất lâu mới mát"
True,1753,"khách_sạn sạch_sẽ, phòng đẹp, tiện nghi, trang thiết bị hiện đại. Tuy nhiên nhận_phòng quá mất nhiều thời gian, tôi đến khách_sạn lúc 13 giờ nhưng phải đến gần 15h30 mới nhận được phòng. Chưa thấy khách_sạn nào quá trình nhận phòng lại mất thời gian như vậy."
True,1809,"Vị trí phù hợp chuyến đi của chị, 4 phòng chị đặt xa nhau, đối diện nhà_vệ_sinh, hồ bơi đang sửa chữa, nhân_viên rất nhiệt tình."
True,1824,Ok
True,1851,"dịch_vụ không tốt, vệ sinh kém"
True,1889,"khách_sạn sạch_sẽ, tuy nhiên hôm mình nhận phòng có 1 bạn lễ tân cảm giác hơi khó chịu vì hôm đó khách đông. Nhưng thôi khách_sạn ở cũng thoải mái"
True,1903,Phòng ốc và nhân_viên ổn
True,1946,"cảm ơn ivivu đã cho gia đình mình kỳ nghỉ thật thú vị. khách_sạn ăn uống tất cả tốt. Có 1 điều duy nhất là biển không được đẹp thôi. Bãi biển nhiều sò ốc, nước đen."
True,2015,"Tốt nhưng muỗi khá nhiều , đề nghị phun thuốc trừ muỗi nhiều hơn "
True,2060,phòng quá nhỏ - hơi chật chội - nhưng giá_cả thì cũng được so với mặt bằng chung
True,2065,"Nhà hàng đẹp nhưng phục_vụ hơi kém, khách đông đồ ăn ra không kịp, phục_vụ chậm. nhận_phòng khi tôi đến là 14h30, đến 15 giờ mới có phòng"
True,2076,Tất cả các dịch_vụ cơ bản đều OK! Mỗi cái thang máy hơi phiền phức
True,2079,"Không gian rộng rãi, biển sạch nhưng sóng hơi to, buffet sáng ngon, nhận_phòng chậm. Nhìn chung ổn"
True,2083,"khách_sạn xuống cấp, hồ bơi dơ, mùa lạnh không tắm biển được"
True,2084,"khách_sạn gần biển, sạch_sẽ. phòng hơi nhỏ đồ ăn sáng thực đơn không phong phú. nhân_viên nhiệt tình, niềm nở"
True,2090,"ivivu nên sắp xếp thời bay thích hợp với thời gian trả_phòng của khách_sạn. Vì chuyến bay của tôi là 20 giờ nhưng 12 giờ đã phải trả_phòng rồi, phải người lớn thôi thì không nói, còn có trẻ em sẽ rất mệt cho các bé. Hoặc có thể báo trước với chúng tôi để còn cân nhắc lựa chọn giờ bay khác. "
True,2102,"khách_sạn tuy cũ nhưng sạch_sẽ, nhân_viên thân thiện, nhiệt tình. Thức ăn tuy phong phú, nhưng thiếu món đặc trưng Phan Thiết. Khu vui chơi thiếu nhi chưa hiện đại"
True,2105,"nhân_viên khách_sạn thân thiện. Phòng cách âm không thực sự tốt, nghe rõ tiếng nói chuyện bên ngoài. ĐẶC BIỆT, đang trong phòng bỗng dưng có người vặn ổ đóng cửa làm mình thực sự không hài lòng"
True,2114,khách_sạn xuống cấp không tương xứng 4 sao. Trên ảnh lung linh nhưng cơ sở vật chất không còn tốt. Việc sửa chữa làm ảnh hưởng đến không gian nghỉ ngơi. Hỗ trợ của nhân_viên cũng không nhiệt tình.
True,2128,"nhân_viên của khu_nghỉ_mát thân thiện, phục_vụ nói chung ổn, nhưng khu_nghỉ_mát vẫn đang trong thời gian hoàn thiện một số hạng mục, hy vọng lần sau mình đến khu_nghỉ_mát sẽ đẹp hơn nữa"
True,2131,"nhân_viên tư vấn: hỗ trợ. 

dịch_vụ khách_sạn: khung_cảnh thì chưa hài lòng lắm, ban đầu khách_sạn xếp tầng 3 nhưng sau đó mình báo khách_sạn xếp lại tầng 7, mình thấy mình đặt phòng trực tiếp thì thấy họ ưu tiên tầng cao, nhưng tuy nhiên khi mình đặt phòng qua ivivu thì chỉ được xếp từ tầng trung bình thôi. Các dịch_vụ khác cũng như nhân_viên ok. 
"
True,2155,"Tôi đã có kỳ nghỉ lãng man tuyệt vời ở đây. Tuy nhiên, các chương trình khuyến mãi cập nhật vào thông tin khách chưa hoàn thiện nên tôi không thể tham dự dịch_vụ Safari."
True,2157,"Biết Pandanus hơn mười năm nay, đa phần đều chọn Pan khi đến phan thiết. Không quá xuất sắc nhưng xứng đáng được trải nghiệm cho kỳ nghỉ của gia đình"
True,2179,"Chuyến đi của tôi ok, cảm ơn ivivu đã hỗ trợ"
True,2180,"Tôi thấy chuyến đi ok, không có gì phải phàn nàn"
True,2203,Trang thiết bị cũ kỹ. Phòng ẩm.
True,2211,"dịch_vụ khách_sạn tốt, tôi hoàn toàn không phàn nàn điều gì! Chất lượng hoàn toàn hợp lý với giá_cả. Tư vấn viên ivivu nhanh chóng, chu đáo tôi rất hài lòng."
True,2212,"Phòng và dịch_vụ rất tốt, tuy nhiên buffet sáng không ngon"
