Location,Index,Comment
True,1678,"Phù hợp với kỳ nghỉ của 2 mẹ con mình, Phòng sạch_sẽ. Tuy nhiên xa biển."
True,1684,"Tham quan tốt, nhân_viên thân thiện, thoải mái đi công tác tốt với tôi"
True,1696,"Mình ở có 1 đêm và trong thời gian dịch nên khách_sạn vắng vẻ. Phòng ốc ok, sạch_sẽ. nhân_viên thân thiện. khung_cảnh đẹp. có 1 điểm không hiểu sao hành lang tầng 20 mình ở có 2 cái bàn, chật lối đi và cảm giác không gọn_gàng. ăn sáng theo set thực_đơn, cũng ok."
True,1704,"đồ ăn có sự thay đổi nhưng không nhiều, dịch_vụ đi lại phụ thuộc nhiều vào xe túc túc, mà gọi xe thì quá lâu, cá nhân tôi đi mát_xa và phải chờ 1 tiếng sau mới có xe để về lại phòng nghỉ! rất bất tiện, không thể đi tiếp khu trong của safari mặc dù đã mua vé xe điện vip, vì sau khi đi xem show biểu diễn thì không còn xe túc túc, chờ hơn 30 phút cũng không có xe, nên đi về, vì trời quá nắng và đông."
True,1712,"Những ngày lễ nên khách hơi đông, mà các bạn phục_vụ cũng ok. Nhưng nếu so về vị trí thì không bằng những khu_nghỉ_mát khác"
True,1734,"Phòng trang trí theo phong cách Đông Dương, khá đẹp. nhân_viên lịch sự. Hồ bơi đẹp, bãi biển nhỏ. Đồ ăn sáng không phong phú, món nước nấu cho có."
True,1927,"không xứng đáng 4 sao, điều hòa cũ và kêu quá to, phòng vệ sinh hỏng hút mùi và không sạch_sẽ. Tôi lưu trú thêm sau giờ trả_phòng, khách_sạn báo sau 12 giờ chuyển chúng tôi sang phòng 2 giường đôi hạng tương đương, tuy nhiên, 2 phòng này chất lượng rất kém, chúng tôi phải ở gần khu vực đang thi công của khách_sạn và vẫn phải trả thêm 50% tiền phòng của hạng phòng cũ. Nếu bạn cần khung_cảnh đẹp và KHÔNG CẦN nghỉ ngơi tốt, bạn hãy chọn Century Riverside Hue!"
True,1989,"Theo cá nhân mình kiến trúc của khách_sạn và vị trí phù hợp với khách nước ngoài hơn, đồ ăn ngon, nhân_viên khách_sạn nhiệt tình, nhân_viên ivivu hỗ trợ tốt."
True,2113,"Phòng đẹp, sang trọng và ấm cúng. đồ ăn ngon, cảnh rất đẹp, phù hợp đi nghỉ tuần trăng mật cho các cặp đôi"
True,2125,"Phòng đẹp với tầm nhìn biển, phòng ấm cúng và dịch_vụ là tốt. Địa điểm là bãi biển đối diện và thuận tiện cho việc đi du lịch"
True,2131,"nhân_viên tư vấn: hỗ trợ. 

dịch_vụ khách_sạn: khung_cảnh thì chưa hài lòng lắm, ban đầu khách_sạn xếp tầng 3 nhưng sau đó mình báo khách_sạn xếp lại tầng 7, mình thấy mình đặt phòng trực tiếp thì thấy họ ưu tiên tầng cao, nhưng tuy nhiên khi mình đặt phòng qua ivivu thì chỉ được xếp từ tầng trung bình thôi. Các dịch_vụ khác cũng như nhân_viên ok. 
"
True,2164,"Thật sự rất đáng để trải nghiệm khu_nghỉ_mát yêu cầu nhận_phòng lúc 14 giờ và trả_phòng lúc 12h. Kiến trúc thiên về phong cách Châu Âu pha lẫn nét cổ điển với tông màu chủ đạo là trắng, xanh da trời kết hợp nội thất gôm sứ. Ở bất cứ đâu cũng có thể chụp hình sống ảo bao đẹp luôn. nhân_viên phục_vụ nhiệt tình, vui vẻ Thật sự hài lòng trong khoảng thời gian nghỉ dưỡng ở đây."
True,2182,"Nơi tốt, dịch_vụ và địa điểm cho chuyến đi ngắn của tôi. Tiếp tục, tôi sẽ quay lại."
True,2196,"khách_sạn sạch_sẽ, đầy đủ tiện nghi. giá_cả hợp lý, gần khu ăn uống, khu buôn bán địa phương."
True,2215,"Phòng đẹp, trang trí nội thất kiểu sang trọng, nhiều góc sống ảo lắm ạ, nhân_viên cực kỳ thân thiện và nhiệt tình."
True,2221,"nhân_viên Nguyễn Trọng Đức tư vấn rất tốt !!
khu_nghỉ_mát Amiana rất đẹp; phòng nghỉ nằm giữa khu vườn xanh mát, yên tĩnh..
nhân_viên khu_nghỉ_mát rất nhiệt tình, mến khách !!  "
