User_name,Location_hotel,Hotel_name,Rating,Comment,Service,Infrastructure,Sanitary,Location,Attitude
Nguyen T. H. H.,Phú Quốc,Vinholidays Fiesta Phú Quốc,8.5,môi_trường thân_thiện bữa giá_trị grandworld,0,0,0,1,2
Tran T. H.,Nha Trang,Vinpearl Condotel Beachfront Nha Trang,10.0,khách_sạn ok dịch_vụ vinpearl đi,1,1,0,0,2
Dao T. L.,Đà Nẵng,Khu nghỉ dưỡng Risemount Premier Đà Nẵng,8.5,ok mặt,1,1,1,0,2
Nguyen T. T. V.,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,khách_sạn đẹp đồ ăn ngon nhân_viên tuyệt_vời linh nhà_hàng,1,1,0,0,2
Nguyen T. H. H.,Đà Nẵng,Meliã Vinpearl Đà Nẵng Riverfront,10.0,phòng dịch_vụ khu_nghỉ_mát tốt,1,1,0,0,2
Nguyen T. T. T.,Phú Quốc,Khu nghỉ dưỡng Premier Village Phu Quoc Managed By Accor,10.0,gia_đình khu_nghỉ_mát premier biệt_thự phú quốc nghỉ_dưỡng tiếp_theo nghỉ khu_nghỉ_mát bao_giờ nhàm_chán,0,0,0,0,2
Tran D. H.,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,9.0,khách_sạn không_có_gì phàn_nàn,0,1,0,0,1
Huynh M. T.,Đà Lạt,Khách Sạn LADALAT,9.5,hài_lòng 1 trở_lại dịch_vụ phòng tốt,1,1,0,0,2
Nguyen T. T. M.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,dịch_vụ khách_sạn tuyệt_vời hài_lòng đồng_tiền nhân_viên tư_vấn hỗ_trợ,1,0,0,0,2
Nguyen T. P. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,đầu_máy lạnh hư yêu_cầu đổi phòng đổi mấy phòng ok máy_lạnh dường_như cũ không_lạnh,0,1,0,0,1
Vu T. H.,Đà Nẵng,Meliã Vinpearl Đà Nẵng Riverfront,10.0,hài_lòng,0,0,0,0,2
Tran T. T.,Vũng Tàu,Khu nghỉ dưỡng Holiday Inn Hồ Tràm,10.0,dịch_vụ khách_sạn hài_lòng nhân_viên ivivu hỗ_trợ nhiệt_tình,1,0,0,0,2
Nguyen T. V.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,hài_lòng chuyến đi buồn đi mùa tắm biển sứa cắn sưng chân,0,0,0,0,2
Nguyen B. V.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,chất nghỉ_dưỡng gia_đình chuyến đi vui hài_lòng,0,0,0,0,2
Nguyen T. M. T.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,10.0,hài_lòng chuyến đi nhân_viên tư_vấn khách_sạn khung_cảnh đẹp sạch_sẽ,1,1,1,1,2
Nguyen T. T. L.,Quy Nhơn,Khách sạn Hoàng Yến 1 Quy Nhơn,6.4,ga trải giường khăn lau không_được thay 3 chúng_tôi hồ bơi không_được thay rửa bãi biển rác,0,0,1,0,0
Tran T. T. H.,Vũng Tàu,VND Hotel,5.2,phòng không_giống hình hình khung_cảnh biển chỗ xung_quanh tường không_cửa_sổ chẳng tường khu kế,0,0,0,1,0
Le T. T.,Nha Trang,Melissa Hotel Nha Trang,10.0,phòng khung_cảnh đẹp dịch_vụ tốt tuy_nhiên hành_lang hơi cách_âm không_tốt lắm khách_sạn đối_diện biển biển đi vòng 1 đoạn không_thích tắm biển không_quan_trọng,1,1,0,1,2
Nguyen T. T. T.,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,10.0,nhân_viên dễ_thương chuyến đi vui_vẻ cảm_ơn hỗ_trợ giới_thiệu bạn_bè sử_dụng dịch_vụ ivivu,1,0,0,0,2
Nguyen T. N. T.,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,gia_đình người_lớn trẻ_con dịch_vụ khách_sạn four points khách_sạn đà nẵng,1,0,0,0,2
Nguyen T. B.,Huế,TinTin Hostel,9.1,lễ_tân nhiệt_tình d phố đi tối dễ_dàng đi,1,0,0,1,2
Nguyen N. L.,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,10.0,chuyến đi ok hài_lòng phòng dịch_vụ khu_nghỉ_mát lắm tốt vui_vẻ,1,1,0,0,2
Nguyen T. T. N.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,8.0,hài_lòng chất_lượng dịch_vụ khách_sạn nhân_viên ivivu không_tư_vấn cụ_thể thời_gian nhận_phòng bay trễ đóng phí 1 triệu liên_hệ di_động nhân_viên báo nghỉ_phép không_hỗ_trợ bị_động,1,0,0,0,1
Vo T. T.,Hội An,Lasenta Boutique Hotel Hoian,9.4,phòng thiết_kế đẹp sạch_sẽ không_gian yên_tĩnh thoải_mái,0,1,1,1,2
Nguyen T. T. T.,Vũng Tàu,Khu nghỉ dưỡng Six Senses Côn Đảo,9.0,cảm_ơn nhân_viên ivivu hỗ_trợ nhiệt_tình chu_đáo khách_sạn tốt tiêu_chuẩn 5,1,1,1,0,2
Nguyen T. A. L.,Đà Nẵng,Khách sạn A La Carte Đà Nẵng,10.0,khách_sạn chất_lượng tốt sát biển phòng đẹp sang_trọng nhân_viên ivivu làm_việc chu_đáo lịch_sự nhanh_chóng,1,1,1,0,2
Nguyen T. M.,Hồ Chí Minh,ACE Hotel Saigon,8.8,phòng thoáng mát sạch_sẽ màu_sắc hài hòa mặc_dù bồn cầu rỉ xả máy_lạnh hơi cũ remote tivi không_bấm kênh ổn,0,1,1,0,1
Le T. P.,Vũng Tàu,Khu nghỉ dưỡng Six Senses Côn Đảo,10.0,chuyến đi nghỉ dưỡng chúng_tôi six sensens tuyệt_vời,0,0,0,0,2
Nguyen T. T.,Nha Trang,Khu nghỉ dưỡng Fusion Cam Ranh,8.0,tuyệt_vời trừ_bữa ăn,1,1,1,0,2
Nguyen B. H.,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,9.0,tốt không_có_gì phiền_lòng nhân_viên tư_vấn ivivu hỗ_trợ chu_đáo nhiệt_tình_cảm_ơn,1,1,1,0,2
Bui T. N.,Hồ Chí Minh,ACE Hotel Saigon,8.5,khách_sạn hơi cũ cơ_bản giá tiền,1,1,0,0,1
Nguyen N. T.,Huế,Melia Vinpearl Hue,9.7,vị_trí thuận_tiện nhân_viên thân_thiện khách_sạn tốt hài_lòng ủng_hộ dịp,1,1,1,0,2
Nguyen T. T. T.,Huế,Century Riverside Hue,6.0,khách_sạn nội_thất cũ nội_thất nhà_vệ_sinh hư_hỏng,0,1,0,0,0
Tran T. B.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,10.0,phòng victoria phan_thiết mùi thơm thoang_thoảng dễ_chịu,0,0,1,0,2
Nguyen N. T.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,gia_đình sử_dụng dịch_vụ ivivu chu_đáo nhân_viên thoải_mái khách_sạn,1,1,0,0,2
Tran D. K.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,chuyến đi tốt vui_vẻ,0,0,0,0,2
Tien T.,Đà Lạt,Dalat Edensee Lake Resort & Spa,6.1,khách_sạn 5 sàn gạch không_thảm không_sàn gỗ dịch_vụ ăn_uống không_đa_dạng nhân_viên không_vui_vẻ niềm nở đánh_giá cỡ 3,1,1,0,0,0
Nguyen T. M. H.,Hà Nội,Hanoi Charming House,8.5,tốt phòng hơi cũ phố cổ bờ hồ,0,1,0,1,2
Pham T. H.,Nha Trang,Melissa Hotel Nha Trang,8.5,cảnh biển đẹp dịch_vụ tốt,1,0,0,1,2
Nguyen T. L.,Phan Thiết,Nohana Hotel (Former Y Khoa Hotel),8.5,phòng nghỉ rộng_rãi trung_tâm anh_chị chủ cực dễ_thương mũi né nhất_định khách_sạn đoạn đầu nguyễn_đình chiểu trung_tâm ăn_uống ok,1,1,0,1,2
Nguyen T. N. T.,Vũng Tàu,Khu nghỉ dưỡng Holiday Inn Hồ Tràm,10.0,ks phòng đẹp ăn ngon hơi đông_đúc ổn nhộn_nhịp nhân_viên ivivu dễ_thương hỗ_trợ nhiệt_tình ms liễu cảm_ơn ivivu,1,1,0,0,2
Vu T. H.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,8.0,thực_đơn trưa 2 bớt 1 món nâng chất_lượng món,1,0,0,0,1
Nguyen T. T.,Đà Nẵng,Khu nghỉ dưỡng Melia Đà Nẵng Beach,10.0,cảm_thấy hài_lòng nâng_cấp phòng biệt_thự tốt yêu_cầu ban_đầu nhân_viên ivivu hỗ_trợ tư_vấn nhiệt_tình,1,1,0,0,2
Tran T. H.,Hạ Long,Ivy Hotel - Ha Long,10.0,phòng ốc sạch_sẽ đẹp_đẽ phù_hợp giá tiền sunworld đi tầm 50_100 m chủ vô_cùng nhiệt_tình hỗ_trợ hết_mình không_phải lo,1,0,1,1,2
Trung T.,Hội An,Hội An Reverie Villas,8.5,tối thư_giãn nghỉ_ngơi,0,0,0,0,1
Nguyen T. V. T.,Quy Nhơn,Hong Diep Hotel Quy Nhon,9.7,phòng sạch_sẽ rộng_rãi khung_cảnh bờ biển nhân_viên lễ_tân thân_thiện dễ_thương dịp quy_nhơn tiếp_tục khách_sạn,1,1,1,1,2
Nguyen H. L.,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,7.0,dịch_vụ tất_cả tốt hồ bơi hơi flour google search,1,0,0,0,2
Minh T.,Quy Nhơn,Casa Marina Resort,8.5,khung_cảnh ok hạng phòng luxury sea khung_cảnh hướng biển bungalow 1 đêm bungalow cảm_giác tiếng sóng hơi ồn khung_cảnh đẹp tuy_nhiên nhân_viên có_vẻ không_chuyên_nghiệp lắm đồ_dùng phòng hơi cũ,1,1,0,1,1
Thu H.,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,great place thư_giãn tận_hưởng,0,0,0,0,2
Thanh T. N.,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,nhân_viên thân_thiện vị_trí thuận_lợi dịch_vụ tốt gia_đình thoải_mái,1,0,0,1,2
Nguyen T. H.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,9.0,victoria phan_thiết không_có vấn_đề tốt,1,1,1,0,2
Tran T. H.,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,8.0,khách_sạn xứng_đáng dịch_vụ 5 không_có_gì phàn_nàn biển đẹp khu trò_chơi trò bao ăn 3 bữa hài_lòng dịch_vụ ivivu,1,1,0,1,2
Le T. T.,Vũng Tàu,Khu nghỉ dưỡng Seava Hồ Tràm,10.0,khách_sạn sạch_sẽ nhân_viên dễ_thương khu_nghỉ_mát rộng dường_như hoàn_thiện hoang_sơ,1,0,1,0,2
Nguyen P. T.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,8.0,dịch_vụ tốt phòng khung_cảnh hướng biển vướng tầm không_hài_lòng lắm nhân_viên nhiệt_tình nắm thông_tin sản_phẩm,1,0,0,1,1
Quyen Q.,Đà Nẵng,Khách sạn Brown Bean,6.0,nhận_phòng chậm không_biết lỗi trang mạng khách_sạn,1,0,0,0,0
Nguyen T. P. T.,Nha Trang,An Lâm Retreats Ninh Vân Bay,8.0,khu_nghỉ_mát tốt khung_cảnh đẹp đồ ăn ngon nhân_viên phục_vụ nhiệt tinh khuyết_điểm wifi hơi yếu đặc_biệt trang tư_vấn nhiệt_tình hỗ_trợ tốt 55 thái_độ tư_vấn,1,1,0,1,2
Nguyen T. N. H.,Hội An,Golden River Hotel,8.4,khu_phố cổ tiện đi_lại không_thích ăn kiểu gọi món miễn_phí chai nhãn_hiệu lạ không_dám uống giá phòng rẻ phòng hơi 3 nhà_tắm thật_là to,1,1,0,1,2
Nguyen T. T. H.,Phú Quốc,VinOasis Phu Quoc,5.7,khách_sạn 5 phục_vụ chợ quê dịch_vụ kém khách_sạn cũ không_đáng,1,1,0,0,0
Bui T. T. H.,Phú Quốc,Khu nghỉ dưỡng Premier Village Phu Quoc Managed By Accor,10.0,khách_sạn thoải_mái đẹp chất_lượng dịch_vụ nhân_viên tốt,1,1,0,0,2
Vu H. N.,Phú Quốc,The Palmy Phú Quốc Resort & Spa,8.5,phòng đẹp đồ ăn vừa_miệng nhân_viên nhiệt_tình thuê xe_hơi xe_máy tiện không_phải thuê đường vô khu_nghỉ_mát hơi dơ chút công_trình,1,1,1,0,2
Nguyen N. D.,Đà Lạt,Vietsovpetro Dalat Hotel,7.6,khách_sạn phòng đẹp vị_trí hơi trung_tâm thành_phố nhà_hàng ăn trung_bình,0,1,0,1,1
Do V. H.,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,khách_sạn đẹp nhân_viên phục_vụ nhiệt_tình tiếng,1,1,0,0,2
Ngan N.,Vũng Tàu,Minera Hot Springs Binh Chau,8.5,tuyệt_vời chuyến đi chúng_tôi,0,0,0,0,2
Tran N. A. L.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,8.0,trở_lại khu_nghỉ_mát thay_đổi đẹp ăn ngon thức_ăn hơi chậm,0,1,0,0,2
Thanh T.,Đà Lạt,Khách sạn Phương Uyên Đà Lạt,9.7,vị_trí tuyệt_vời nhân_viên hữu_ích sạch_sẽ,1,0,1,1,2
Nguyen N. Q.,Phú Quốc,Muong Thanh Luxury Phu Quoc Hotel,9.4,đẹp chi_tiêu tiền,0,0,0,0,2
Pham T. L.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,hài_lòng nhà_xe gọi báo,0,0,0,0,2
Nguyen T. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,dịch_vụ tốt nhân_viên phục_vụ chu_đáo thân_thiện tuy_nhiên khách_sạn lâu_đời có_vẻ hơi cũ 1 chút dịch_vụ ổn ivivu tốt tư_vấn nhiệt_tình,1,1,0,0,2
Phuong T.,Phú Quốc,S Bungalow Phu Quoc,10.0,không_gian thoáng mát nhân_viên vô_cùng thân_thiện,1,0,0,1,2
Nguyen H. L.,Phú Quốc,Muong Thanh Luxury Phu Quoc Hotel,9.7,mường nhân_viên phục_vụ tốt biển hơi trung_tâm tí ấn_tượng buffet ngon chỗ ăn buffet đẹp,1,0,0,1,2
Do T. K. O.,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,đi khách_sạn combo tàu lửa tuyệt_vời nghỉ_dưỡng,0,0,0,0,2
Vu T. P.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,vui_vẻ chuyến đi,0,0,0,0,2
Thi M. T. H.,Đà Nẵng,Khu nghỉ dưỡng Risemount Premier Đà Nẵng,9.4,khách_sạn đẹp phòng rộng phòng tầng nhà_vệ_sinh siêu to chụp hình đẹp tầm 6 chiều hồ bơi ánh đèn lễ_tân rọi,0,1,1,1,2
Nguyen H. T.,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,trẻ nỗi không_muốn bảo có_thể mãi_mãi,0,0,0,0,2
Do T. T.,Đà Lạt,Khách Sạn LADALAT,10.0,tốt,1,1,1,0,2
Thanh T. N.,Quy Nhơn,Anya Hotel Quy Nhon,9.4,dịch_vụ khách_sạn tốt tuy_nhiên nhà_vệ_sinh tắm tràn sàn tiếc phờ phệch trừ nhà_vệ_sinh,1,0,1,0,2
Nguyen N. M.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,ivivu hỗ_trợ nhiệt_tình vui hài_lòng chuyến đi,0,0,0,0,2
Dang T. T.,Phú Quốc,Vinholidays Fiesta Phú Quốc,9.7,tốt phục_vụ chuyên_nghiệp chu_đáo sạch_sẽ,1,0,1,0,2
Nguyen T. N.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,muỗi khu_vực phòng delux,0,0,1,0,0
Nguyen T. P. T.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,9.0,hài_lòng chất_lượng khách_sạn chuyên_nghiệp,1,1,1,0,2
Nguyen Q. T.,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,phòng nhân_viên hỗ_trợ chu_đáo khu_nghỉ_mát ok,1,1,0,0,2
Nguyen T. D.,Hà Nội,Ma Coeur Boutique Hotel,9.7,phòng sạch_sẽ nhân_viên thân_thiện hỗ_trợ tận_tình 1 đêm phục_vụ nhân_viên chắc_chắn dịp hà_nội khách_sạn,1,0,1,0,2
Nguyen T. B. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,hài_lòng chất_lượng khách_sạn nhân_viên tư_vấn ivivu,1,1,0,0,2
Tram T.,Hồ Chí Minh,ACE Hotel Saigon,9.7,hotel nằm khu trung_tâm chợ bến thành hồ chí_minh lễ_tân bảo_vệ nhiệt_tình chu_đáo tận_tâm,1,0,0,1,2
Thi T. T. N.,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,tuyệt_vời nhân_viên phục_vụ tốt,1,0,0,0,2
Nguyen T. M. L.,Phú Quốc,Khu Nghỉ Dưỡng Best Western Premier Sonasea Phú Quốc,10.0,khách_sạn thật_sự đẹp dịch_vụ nhân_viên khách_sạn tốt nhân_viên đưa_đón sân_bay hỗ_trợ gia_đình nhiệt_tình chuyến bay dời 2 hỗ_trợ nhiệt_tình tiếc thời_tiết không_được đẹp không_thể tắm biển tắm hồ,1,1,0,0,2
Nguyen H. T.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,8.0,kỳ nghỉ pandanus khu_nghỉ_mát mũi né thây ý_nghĩa cảm_ơn ivivu,0,0,0,0,2
Thi H. N.,Đà Nẵng,Khách sạn Brown Bean,8.7,phòng hơi sạch_sẽ đầy_đủ không_cách_âm lễ_tân nhiệt_tình thân_thiện,1,1,1,0,2
Tran N. T.,Đà Nẵng,Khu nghỉ dưỡng Melia Đà Nẵng Beach,8.0,dịch_vụ phòng ổn tuyệt_đối,1,1,0,0,1
Pham T. L. H.,Đà Nẵng,Meliã Vinpearl Đà Nẵng Riverfront,9.5,phục_vụ phục_vụ ok chúng_tôi hài_lòng khách_sạn,1,0,0,0,2
Tran D. T.,Đà Nẵng,Khách sạn Royal Charm,9.7,phòng sạch_đẹp ăn ngon,1,1,0,0,2
Nguyen H. A.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,ok tuyệt,0,0,0,0,2
Nguyen T. T. H.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,9.5,đi chuyến đi dời chờ_đợi sân_bay mệt dời không_ai có_thể control dịch_vụ phòng_ốc ok thoải_mái hài_lòng lắm,1,1,0,0,2
Nguyen T. T. N.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,8.0,chất_lượng phòng_ốc khách_sạn tốt vị_trí hơi trung_tâm,0,1,0,1,1
Nguyen A. V.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,7.5,phòng ốc sạch_sẽ khuôn_viên đẹp hơi cũ tý nhân_viên ivivu hỗ_trợ phòng nhanh_chóng nói_chuyện lịch_sự,1,1,1,0,2
Do T. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,seahorse ăn ngon phòng ok bể_bơi trẻ_em ok hồ jacuzzi tốt 4 phòng tuy_nhiên phục_vụ dọn phòng 1 đôi giày_bata,1,1,1,0,2
Nguyen T. T.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,8.0,nhân_viên khách_sạn phục_vụ chu_đáo chuyên_nghiệp phòng khách_sạn sạch_sẽ 1 vấn_đề hôm yếu không_được nhân_viên ivivu hỗ_trợ nhanh_chóng chuyên_nghiệp,1,1,1,0,2
Nguyen P. L.,Phú Quốc,Khu Nghỉ Dưỡng Best Western Premier Sonasea Phú Quốc,10.0,chờ 17 phòng_chờ ăn_uống thoải_mái ngon_lành ăn nhà_hàng bé vui,1,0,0,0,2
Le T. H.,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,10.0,đánh_giá tốt khách_sạn nhân_viên,1,1,1,0,2
Tran T. T.,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,ổn mặc_dù khu nghỉ full phòng_đợi xe_hơi chút,1,0,0,0,1
Tran T. H. T.,Vũng Tàu,Khu nghỉ dưỡng Holiday Inn Hồ Tràm,10.0,dịch_vụ khách_sạn ivivu ok,1,0,0,0,2
Nguyen H. D.,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,tuyệt_vời giá 870 k không_có nước_lọc miễn_phí dịch_vụ không_thể chê,1,0,0,0,2
Nguyen T. B. L.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,nhà_hàng sửa phòng hơi cũ sạch_sẽ dịch_vụ ok lắm,1,1,1,0,2
Nguyen T. T. T.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,khách_sạn tốt nhân_viên dễ_thương đi khách_sạn mấy hơi một_chút tuy_nhiên hài_lòng tối_đa,1,1,0,0,2
Nguyen D. M.,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.2,khu_nghỉ_mát đẹp nhân_viên thân_thiện phục_vụ tốt vắng không_có buffet đường tối không_có đèn đường chục km trung_tâm thành_phố chạy xe hơi sợ nói_chung ok,1,1,0,0,1
Thi T. T. P.,Nha Trang,Melissa Hotel Nha Trang,6.0,không_gian hẹp hôi không_chuẩn_bị thuốc dau đầu đau bụng cần_thiết,0,1,1,0,0
Tien T.,Huế,Hong Thien 1 Hotel,9.1,vị_trí nằm hẻm trung_tâm thành_phố di_chuyển thăm quan,0,0,0,1,1
Nguyen T. T. H.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.5,ăn_uống phòng_ốc ổn khung_cảnh đẹp lắm ivivu hỗ_trợ tốt uy_tín,1,1,0,1,1
Nguyen A. T.,Quy Nhơn,FLC Luxury Resort Quy Nhon,9.4,tuyệt_vời khách_sạn siêu sạch nhân_viên thân_thiện,1,0,1,0,2
Nguyen T. H. Y.,Đà Nẵng,Khu nghỉ dưỡng Melia Đà Nẵng Beach,9.5,chất_lượng phòng phục_vụ ok,1,1,0,0,2
Nguyen M. T.,Phú Quốc,The Palmy Phú Quốc Resort & Spa,4.5,phòng muỗi không_có cách_âm đoàn ban_ngày cực ồn xây_dựng kế buffet lập đi lập nhân_viên chuyên_nghiệp 2 h30 phòng đứng đợi nửa tiếng đồng_hồ trời nóng,1,1,1,0,0
Le H. H.,Huế,Hong Thien 1 Hotel,9.4,tuyệt ngoại_trừ máy_lạnh bảo_dưỡng,1,1,1,0,2
Le H. N.,Vũng Tàu,Khu nghỉ dưỡng Six Senses Côn Đảo,10.0,team ivivu tư_vấn nhiệt_tình,0,0,0,0,1
Nguyen H. L.,Hạ Long,Saigon Halong Hotel,8.5,khách_sạn sạch_sẽ đẹp nhân_viên hướng_dẫn tận_tình,1,1,1,0,2
Binh B.,Đà Lạt,K Boutique Hotel in Dalat,4.8,phòng 204 phòng luxury bồn_tắm xì xả thoát phòng đổi phòng nhân_viên từ_chối khắc_phục không_được lỡ phòng chấp_nhận,1,1,0,0,0
Nguyen T. T. T.,Hội An,Lasenta Boutique Hotel Hoian,9.7,khách_sạn tiện_nghi hiện_đại hồ bơi khung_cảnh thẳng cánh đồng lúa đẹp,0,1,0,1,2
Tran T. B. T.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,cảm_thấy hài_lòng,0,0,0,0,2
Do T. H.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,chuyến đi tuyệt_vời cảm_ơn ivivu hỗ_trợ tư_vấn nhiệt_tình,0,0,0,0,2
Nguyen T. H.,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,khách_sạn khung_cảnh biển chê giá_cả cực_kỳ hợp_lý mường vinpearl codotel mường giá hợp_lý chất_lượng chê í nha trang nhất_định mường,0,1,0,1,2
Do T. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,seahorse ăn ngon phòng ok bể_bơi trẻ_em ok hồ jacuzzi tốt 4 phòng tuy_nhiên phục_vụ dọn phòng 1 đôi giày_bata,1,1,0,0,2
Tram T.,Quy Nhơn,Muong Thanh Quy Nhon Hotel,9.4,tốt nhân_viên lịch_sự chu_đáo,1,0,0,0,2
Le T. T. T.,Vũng Tàu,Khách sạn Tháng Mười,8.5,hơi lộn_xộn kiểm_soát thẻ xe_máy không_có uống miễn_phí,0,0,0,0,1
Hoang A.,Hà Nội,Dal Vostro Hotel & Spa,9.7,nhân_viên cực_kỳ nhiệt_tình thân_thiện phòng sạch_sẽ thiết_kế đẹp hợp_lý chắc_chắn,1,1,1,0,2
Nguyen T. V.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,chuyến đi tốt thoải_mái dễ_chịu cảm_ơn ivivu,0,0,0,0,2
Tran D. H.,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,10.0,gia_đình thoải_mái hài_lòng dịch_vụ ok,1,0,0,0,2
Hien H.,Quy Nhơn,Hoang Yen Canary Hotel Quy Nhon,8.5,ổn tiếc đi bãi_tắm_hơi,1,0,0,1,1
Nguyen T. N.,Nha Trang,Vinpearl Condotel Beachfront Nha Trang,10.0,chuyến đi ok,1,0,0,0,2
Nguyen T. A. T.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,8.5,khách_sạn dịch_vụ tốt thủ_tục gọn nhân_viên nhiệt_tình vui_vẻ phòng trễ khách_sạn phòng nghỉ phòng thuê nhân_viên ivivu tư_vấn nhiệt_tình,1,0,0,0,2
Hoang T. N.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,8.0,khu nghỉ_dưỡng chất_lượng dịch_vụ tốt không_phàn_nàn dịch_vụ ivivu chu_đáo nhân_viên hỗ_trợ nhanh_chóng nói_chung hài_lòng chuyến đi vừa_rồi,1,1,0,0,2
Nguyen T. P. T.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,2 dịp lễ ưng_ý vô_cùng nhân_viên dễ_thương khu_nghỉ_mát đẹp biển sạch_sẽ gia_đình,1,1,0,0,2
Do T. K. O.,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,9.0,dịch_vụ tốt hài_lòng chuyến đi liên_hệ ivivu,1,0,0,0,2
Nguyen T. T.,Nha Trang,Vinpearl Condotel Beachfront Nha Trang,8.0,đông phòng trễ chút không_hài_lòng,1,0,0,0,1
Thi H. N.,Đà Lạt,Dalat Edensee Lake Resort & Spa,6.4,phòng giường đôi phòng giường đôi nằm phát_hiện 2 giường đơn ghép nằm đau lưng giường kêu cọt_kẹt không_gian xung_quanh thoáng mát yên_tĩnh dịch_vụ ok lắm xứng khu_nghỉ_mát 5 giá tiền,1,1,1,1,0
Hoang H.,Huế,Century Riverside Hue,8.5,không_new hotel khách_sạn tốt_đẹp nhân_viên đẹp vị_trí tốt,1,1,0,1,2
Nguyen T. H.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,10.0,khu_nghỉ_mát đẹp lắm dịch_vụ phòng_ốc ok,1,1,0,0,2
Le T. A.,Quy Nhơn,Hong Diep Hotel Quy Nhon,10.0,khách_sạn tốt,1,1,1,0,2
Trang T.,Phú Quốc,The Palmy Phú Quốc Resort & Spa,9.4,khách_sạn khung_cảnh biển hổ bơi đẹp tha_hồ chụp hình sống ảo bãi biển không_thích_hợp tắm bữa lựa_chọn nhân_viên nhiệt_tình dễ_thương bất_tiện nhà_vệ_sinh phòng tắm không_có ́ tách_biệt hẳn phòng ngủ đi bạn_bè quen ngại đấy,1,1,0,1,2
