User_name,Location_hotel,Hotel_name,Rating,Comment,Service,Infrastructure,Sanitary,Location,Attitude
Nhung N.,Hà Nội,Khách sạn Hanoi Sunshine,10.0,phòng rất đẹp lễ_tân rất nhiệt_tình có sự hỗ_trợ của các bạn nhất là bạn shark nhân hy_vọng quay lại và gth bạn_bè,1,1,0,0,2
Thanh T. N.,Nha Trang,Aroma Nha Trang Boutique Hotel,7.1,khách_sạn nằm trong khu_phố tây phòng của mình nằm sát ngay quán bar bên cạnh tối chứ 6 chơi nhạc đến 3 giờ sáng hôm sau gọi lễ_tân đổi phòng thì được thông_báo hết phòng đành chịu thêm đêm thứ 2 cho xong bữa ăn không_phù_hợp lắm còn lại mọi cái ở khách_sạn đều tốt sạch_sẽ lễ_tân vui_vẻ,1,1,1,1,2
Phuong T.,Hà Nội,Green Hotel & Apartment HN,5.5,phòng quá cũ không_được nâng_cấp,0,1,0,0,0
Vu N. T.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,8.0,mọi thứ về khách_sạn đều tốt phòng_ốc rộng_rãi nhưng tôi thấy ăn sáng không_được ngon,1,1,1,0,2
Trung T.,Huế,Phong Nha Hotel Hue,8.5,không_có thang_máy ở tầng trên đi mỏi chân mọi thứ khác ok,1,1,1,0,2
Trang T.,Quy Nhơn,O.Six Resort,6.1,khu_nghỉ_mát xuống_cấp nhân_viên vui_vẻ nhiệt_tình,1,1,0,0,1
Nguyen T. C.,Quy Nhơn,Muong Thanh Quy Nhon Hotel,5.7,bữa sáng tự chọn tồi_tệ bể_bơi bẩn nội_thất không_tươm_tất như giới_thiệu đã có những trải_nghiệm tồi_tệ với phòng tắm ở tầng 3,0,1,0,0,0
Nguyen T. T.,Vũng Tàu,Vietsovpetro Resort,6.1,cơ_sở_vật_chất quá cũ hồ bơi thì dơ,0,1,0,0,0
Do T. P. A.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,10.0,gia dinh rất hài_lòng,0,0,0,0,2
Hien H.,Đà Lạt,Khách sạn Phương Uyên Đà Lạt,9.4,phòng ok cô chủ nhiệt_tình vui_vẻ,1,1,0,0,2
Nguyen T. P. T.,Đà Lạt,Khách Sạn LADALAT,10.0,dịch_vụ khách_sạn tốt mọi thứ tôi đều hài_lòng,1,1,1,0,2
Pham T. D.,Phú Quốc,Khu nghỉ dưỡng Premier Village Phu Quoc Managed By Accor,10.0,bạn thảo ivivu hỗ_trợ mình rất tốt và nhiệt_tình về khách_sạn thì mình rất ưng_ý vì thật_sự rất đẹp và thoải_mái tiện_nghi,1,1,0,0,2
Thi N. A. N.,Đà Nẵng,Khách sạn Royal Charm,8.8,khách_sạn sạch_sẽ nhân_viên lễ_tân đều nhiệt_tình và thân_thiện,1,0,1,0,2
Nguyen T. M. D.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,9.0,mọi việc tôi hài_lòng bạn giang ivivu rất nhiệt_tình và dễ_thương,1,1,1,1,2
Bui T. N.,Hạ Long,Khách sạn Mường Thanh Grand Hạ Long,5.7,phòng ốc đã cũ_kỹ đèn trong phòng_tối điều_hòa không_lạnh dù đã để mức 16_độ phải mượn thêm cái quạt ở lễ_tân mới ngủ nổi buffet ăn sáng thực_đơn không_đa_dạng không_có đồ đun nóng để trên các thức_ăn như các khách_sạn trong đà nẵng nha trang nên đồ_ăn nếu ăn tầm 8 giờ là nguội_ngắt nhân_viên dọn phòng đi cùng thang_máy với khách không_chào_hỏi khách_hàng cười nói vô_duyên nói_chuyện với nhau ngang_nhiên nói_xấu nhau trong thang_máy có khách đi cùng nhân_viên lễ_tân xử_lý tình_huống trẻ nhỏ lỡ tay bôi 1 2 vết mực ra ga giường thiếu chuyên_nghiệp bắt khách bồi_thường tiền dù vết rất nhỏ có_thể xóa được cầm ga giường xuống yêu_cầu khách trả tiền cầm ga giường về,1,1,0,0,0
Bui T. H.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,cam on ivivu da cung cap cho chung toi mot kỳ nghỉ trên cả tuyệt_vời moi nguoi trong nhom ai cung hoan hy_vi su nhiet tinh tu van giup do cua co tram cung_nhu_su hoan hao tu co do vat chat cung nhu thai do phục_vụ chuyen nghiep dang cap cua khu_nghỉ_mát inter continental da nang rat mong se gap lai ivivu trong nhung chuyen di_tiep theo khi co dieu kien,1,1,0,0,2
Nguyen T. T. H.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,ăn sáng ngon nhân_viên phục_vụ tốt,1,0,0,0,2
Nguyen H.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,7.7,khách_sạn tốt phục_vụ cũng tốt nói_chung là ổn hôm tôi đi có 1 phòng máy_lạnh bị hư nhưng hôm sau khách_sạn cũng tạo điều_kiện để tôi được đổi phòng tôi thấy ivivu hay đưa ra giá tốt hy_vọng lần sau lại được du_lịch tiếp_tục cùng ivivu,1,1,0,0,2
Nguyen M. T.,Vũng Tàu,Khu nghỉ dưỡng Six Senses Côn Đảo,10.0,khu nghỉ_dưỡng đẹp chất_lượng tốt từ phòng_ốc đến dịch_vụ,1,1,0,1,2
Tran N. T.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,7.0,chắc do đông khách hay_sao thì lễ_tân những bộ_phận khác hỗ_trợ không_tốt như phần đặt bữa ăn phòng thì bình_thường không_đặc_sắc lắm,1,1,0,0,1
Nguyen T. H.,Nha Trang,An Lâm Retreats Ninh Vân Bay,10.0,an_lâm retreat ninh_vân bay rất thích_hợp để nghỉ_dưỡng xứng_đáng đồng_tiền tôi rất thích cảm_giác sáng sớm thức dậy ngắm bình_minh và nghe tiếng sóng vỗ nhẹ_nhàng nó làm tâm_hồn tôi được thư_giãn phòng sạch_sẽ và đầy_đủ tiện_nghi chuyến đi này tôi sẽ nhớ mãi tôi dự_định tiếp_tục đi đà lạt và nhờ ivivu hỗ_trợ đặt dùm tôi cảm_ơn ivivu,0,1,1,0,2
Nguyen N. H.,Đà Nẵng,Khách sạn Brown Bean,8.8,vị_trí thuận_lợi nhân_viên thân_thiện,1,0,0,1,2
Nguyen N. Q.,Hà Nội,MK Premier Boutique Hotel,8.8,nhân_viên thân_thiện vị_trí khá thuận_lợi,1,0,0,1,2
Binh B.,Hội An,TTC Hotel - Hoi An,6.0,khách_sạn phụ_thu trẻ trên 6 tuổi 100 k1 người phòng ở ngay lễ_tân nên rất ồn_ào ăn sáng ít đồ ăn,1,0,0,0,0
Tran T. T. L.,Vũng Tàu,Khu nghỉ dưỡng Holiday Inn Hồ Tràm,10.0,mình hài_lòng với chất_lượng của khách_sạn mình cho điểm tối_đa bạn nhân_viên tư_vấn của ivivu nhiệt_tình mình hay liên_hệ với bạn đấy để đặt dịch_vụ của ivivu,1,0,0,0,2
Phuong P.,Hà Nội,Dal Vostro Hotel & Spa,9.7,nó nằm ở trung_tâm của old town mọi thứ đều rất sạch_sẽ họ dọn nhà hàng ngày kích_thước phòng khá nhỏ hơn tôi nghĩ và ban_công là vô_dụng nhưng nhìn_chung là ổn tôi chắc_chắn sẽ trở_lại đây vào lần sau,0,1,1,1,1
Nguyen H. N.,Phú Quốc,The Palmy Phú Quốc Resort & Spa,9.7,khách_sạn tốt phòng đẹp hồ bơi đẹp,0,1,0,0,2
Vu T. T.,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,9.0,khách_sạn tốt dịch_vụ tốt tuy_nhiên thời_điểm tôi đi khách_sạn đang xây_dựng nên hơi ồn_ào và khói bụi nhân_viên ivivu hỗ_trợ tôi nhiệt_tình tôi rất tin_tưởng ivivu và sẽ tiếp_tục ủng_hộ,1,1,1,0,2
Nguyen T. K. N.,Nha Trang,Vinpearl Condotel Beachfront Nha Trang,10.0,tuyệt_vời mình rất thích những chỗ nghỉ của vinpearl,0,0,0,0,2
Tran T. T. T.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,mình đi chơi rất vui phòng khách_sạn đẹp thoáng mát đồ_ăn ngon cảm_ơn ivivu nhé,0,1,1,0,2
Phuong A.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,10.0,hài_lòng,0,0,0,0,2
Van A.,Phan Thiết,Azerai Ke Ga Bay,9.3,khu_nghỉ_mát đẹp yên_tĩnh sạch_sẽ nhân_viên lịch_sự dễ_chịu nhưng nằm ở vị_trí hơi xa nên tìm taxi khó nên đi xe nhà,1,1,1,1,2
Nguyen T. B. T.,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,10.0,tôi hài_lòng khu_nghỉ_mát ở rất thoải_mái gia_đình sẽ quay lại,1,1,1,0,2
Duc D. N.,Nha Trang,Khách sạn Senkotel Nha Trang,9.4,phòng giá tốt ngay biển đủ tiện_nghi,0,1,0,0,1
Nguyen N.,Hà Nội,Ma Coeur Boutique Hotel,5.5,mình quên không_chụp ảnh lại chứ không_lại bảo mình điêu khách_sạn còn không_thèm dọn phòng sao bông tẩy_trang nhét đầy cửa_sổ điều_hòa giấy_vệ_sinh nhét thòi_lòi mắt mèo khăn dùng ố vàng kiểu bạn tận_dụng nhưng làm_ơn tẩy_rửa đàng_hoàng giúp mình phòng cũ cảm_giác ẩm_ướt tối cả đêm không_ngủ nổi chìa_khóa còn kẹt phòng khác mình đặt hộ bạn vách tường còn mốc đen_đỏ vết nước bẩn đầy tường cơ ảnh chụp lung_linh thế thôi chứ thật tệ vừa chật_hẹp vừa tệ thang_máy không_có thông gió mỗi lần lên t6 muốn ná thở giá gần 300 ngàn sau giảm_giá nhưng chất_lượng còn tệ hơn cả nhà_nghỉ walk in còn có nhiều hostel phố cổ rẻ hơn mà_còn tốt hơn nhiều quá thất_vọng cho một đêm nghỉ,0,1,1,0,0
Nguyen T. T. T.,Đà Nẵng,Meliã Vinpearl Đà Nẵng Riverfront,10.0,tuyệt_vời,0,0,0,0,2
Nguyen K. D.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,mọi người đều hài_lòng về chuyến đi,0,0,0,0,2
Ngoc T. N.,Phan Thiết,Mũi Né Boutique Hotel,4.8,nhân_viên có thái_độ không_tốt luộc một kg sò 70 k mà tính phí 200 k charge phí còn hơn khách_sạn 4 sao trong phòng không_chuẩn_bị đồ hay nước phòng ngộp thang_máy hư_hỏng khi bị nói thì nhân_viên có thái_độ hằn_học với khách_hàng,1,1,0,0,0
Le T. T. V.,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,tôi đã biết dịch_vụ bên ivivu rất lâu rồi các dịch_vụ ở khách_sạn rất tốt từ phòng cũng như nhân_viên,1,1,0,0,2
Minh T.,Quy Nhơn,Hong Diep Hotel Quy Nhon,4.5,nhà_tắm không_sạch_sẽ thái_độ phục_vụ của lễ_tân không_thân_thiện nhiệt_tình,1,0,1,0,0
Nguyen H. A.,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,9.5,chuyến đi của chúng_tôi rất tốt_bạn nhân_viên ivivu nói_chuyện tư_vấn dễ_chịu và đầy_đủ thông_tin,0,0,0,0,2
Nguyen Q. H.,Huế,Khách sạn Poetic Huế,8.8,vị_trí tốt và phòng được sạch_sẽ và thoải_mái thân_thiện nhân_viên nói tiếng anh,1,1,1,1,2
Vu T. T.,Vũng Tàu,Melia Ho Tram Beach Resort,9.4,melia hồ tràm là nơi gia_đình tôi hay chọn để nghỉ_dưỡng cuối tuần dịch_vụ khách_sạn tốt phòng_ốc sạch_sẽ có khu vui_chơi cho trẻ_em rất thích_hợp cho gia_đình có con nhỏ đây là lần đầu_tiên tôi đặt phòng khách_sạn qua travelloka giá rẻ xác_nhận đặt phòng nhanh_chóng tôi rất hài_lòng,1,1,1,0,2
Tran T. L.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,9.0,phòng và dịch_vụ ok nhưng thức_ăn không_ngon lắm hôm tôi đi mưa suốt nên cũng không_chơi được nhiều còn dịch_vụ của ivivu thì lần này tốt hơn những lần trước nhiều tôi hài_lòng,1,1,0,0,2
Nguyen T. H.,Quy Nhơn,Anya Hotel Quy Nhon,10.0,khách_sạn mới nhân_viên thân_thiện đồ ăn sáng ngon phòng sạch_sẽ khung_cảnh biển đẹp ạ,1,1,1,1,2
Nguyen T. H. T.,Phan Thiết,Phan Thiet Ocean Dunes Resort,8.5,phong_cảnh đẹp khách_sạn tiện_ích hài_lòng,0,1,0,1,2
Le T. N.,Hà Nội,Ma Coeur Boutique Hotel,6.0,khách_sạn quá cũ khăn ra giường quá cũ và dơ,0,1,1,0,0
Nguyen T. T.,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,khách_sạn mang đến cho gia_đình mình 1 trải_nghiệm tốt chỉ tiếc là do vắng khách vì thời_điểm dịch cũng như không_phải mùa cao_điểm nên bữa sáng thành chọn món tuy_nhiên đồ ăn bữa sáng cũng khá ngon,1,0,0,0,2
Phan T. T.,Hà Nội,Hanoi Charming House,9.1,nhân_viên vui_vẻ phòng hơi nhỏ vị_trí khó tìm nhưng thế là tốt rồi với giá như vậy ở tốt rồi,1,1,0,1,1
Nguyen T. M. C.,Nha Trang,Rex Hotel and Apartment,8.5,phòng sạch_sẽ ngay trung_tâm tiện đi_lại,0,0,1,1,2
Nguyen T. B. T.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,chuyến đi vừa_rồi mọi người rất hài_lòng,0,0,0,0,2
Mai A.,Đà Lạt,Khách Sạn LADALAT,10.0,khách_sạn rất tốt từ phong_cách thái_độ phục_vụ đến trang_thiết_bị đều rất tốt cực sạch_sẽ,1,1,1,0,2
Nguyen T. H.,Đà Lạt,Khách Sạn LADALAT,10.0,khách_sạn đẹp vườn_rau thủy canh trên sân_thượng rất hấp_dẫn nhân_viên khách_sạn nhiệt_tình mình đến sớm hơn giờ nhận phòng nhưng khách_sạn vẫn cho nhận phòng luôn,1,1,0,0,2
Nguyen T. M. P.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,mình đã trải qua 2 đêm ở khách_sạn sea horse mọi thứ đều rất tốt nhân_viên ivivu đã giúp mình rất tận_tình_cảm_ơn các bạn rất nhiều,1,0,0,0,2
Nguyen T. H.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,tôi hoàn_toàn hài_lòng và vui_vẻ trong chuyến đi của mình cảm_ơn ivivu nha,0,0,0,0,2
Tran N. T.,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,9.7,cảnh_quan đẹp yên_bình trong lòng thành_phố thích_hợp để nghỉ_dưỡng,0,0,0,1,2
Nguyen T. L.,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,10.0,hơi xa thành_phố quy_nhơn nên rất biệt_lập bãi biển khá đẹp,0,0,0,1,1
Ngoc N.,Hội An,Thanh Binh Central Hotel,8.8,nhìn_chung là đáp_ứng các nhu_cầu căn_bản thái_độ tốt vị_trí khá ổn phong_cách cổ_kính nói_chung là tốt,1,1,0,1,1
Nguyen T. B.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,9.0,dịch_vụ chu_đáo phòng đẹp và thoải_mái nhưng bữa sáng chưa ok lắm không_được ngon,1,1,0,0,2
Nguyen T. B. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,tôi thấy khách_sạn cũng được ở cũng bình_thường nhân_viên ok,1,1,0,0,1
Do T. P. A.,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,chỗ ở rất tuyệt_vời,0,1,0,0,2
Tran T. D.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,khách_sạn sạch_sẽ nhân_viên phục_vụ tốt,1,0,1,0,2
Nguyen T. H.,Đà Lạt,Khách Sạn LADALAT,9.0,phòng rộng_rãi sạch_sẽ nhưng khung_cảnh bị khuất bạn trung_ivivu tư_vấn nhiệt_tình cho chuyến đi của tôi lắm nhưng tôi cũng có góp_ý nhỏ là có_thể tư_vấn thêm những thông_tin như đi hãng jetstar phải đặt bữa ăn trên máy_bay trước hay phải mua hành_lý ký gửi,1,1,1,1,2
Nguyen T. T.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,mọi thứ điều tốt dịch_vụ của ivivu rất ok lần sau tôi sẽ tiếp_tục sử_dụng,1,1,1,0,1
Nguyen T. H.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,9.0,victoria phan_thiết không_có vấn_đề gì mọi thứ đều tốt,1,1,1,0,1
Trang T.,Huế,Hong Thien 1 Hotel,9.4,giá_cả hợp_lý phòng ok quản_lý thân_thiện,1,1,0,0,2
Minh T.,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,khách_sạn ok nhân_viên tư_vấn nhiệt_tình giá rẻ,1,1,0,0,2
Thi M. T. H.,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,phòng đẹp đồ ăn ngon nhân_viên nhiệt_tình,1,1,0,0,2
Tran T. L.,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,dịch_vụ khách_sạn tốt nhân_viên vui_vẻ và dễ_thương phục_vụ chu_đáo khung_cảnh đẹp,1,0,0,1,2
Mai T. N.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,8.0,khách_sạn này tốt tôi thấy hài_lòng về chuyến đi này nhân_viên ivivu tốt sẽ quay lại đặt bên ivivu,1,1,0,0,2
Tran T. M.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,cháu vòng mỷ hương tư_vấn rất tốt vui_vẻ cho cô_chú chuyển lời cảm_ơn sẽ quay lại ivivu,1,0,0,0,1
Nguyen T. H.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,10.0,nhân_viên rất thân_thiện thái_độ phục_vụ chu_đáo nhà_hàng nấu_ăn ngon và sạch_sẽ khung_cảnh yên_tĩnh phù_hợp với nghỉ_dưỡng,1,0,1,1,2
Do V. H.,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,khách_sạn đẹp nhân_viên phục_vụ nhiệt_tình nói nhiều tiếng anh,1,1,0,0,2
Nguyen T. Q. N.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,tôi rất thích hồ bơi của khách_sạn rất đẹp và hoành_tráng phòng ở cũng rất ok nhưng nếu có thêm bồn_tắm thì tuyệt_vời về nhân_viên thì bên khách_sạn hay ivivu tôi đều rất thích vì mấy bạn rất nhiệt_tình,1,1,0,0,2
Tran B. N.,Phú Quốc,Vinholidays Fiesta Phú Quốc,8.5,khách_sạn ngay vịnh tiện_lợi đi_lại chơi đêm ở đây phòng sạch_đẹp lần sau có dịp mình sẽ ghé lại,0,1,1,1,2
Thu T.,Hội An,Lasenta Boutique Hotel Hoian,7.5,khách_sạn sạch_sẽ ăn sáng ngon nhưng ngán chỉ phù_hợp với người tây không_biết tại_sao nhưng nệm ở đây làm mình ngủ không_được ngon_giấc có_lẽ do không_quen khách_sạn xa phố cổ có xe_đạp miễn_phí nhân_viên chu_đáo thái_độ phục_vụ tốt bể_bơi rộng đẹp là điểm cộng cho lasenta,1,1,1,1,2
Le T. T.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,nhân_viên thân_thiện nhiệt_tình phòng chất_lượng,1,1,0,0,2
Vu T. H.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,8.0,nhân_viên tư_vấn tận_tình hỗ_trợ tốt mình tới khu_nghỉ_mát không_có welcome drink nhân_viên chưa được nhiệt_tình với khách phòng_ốc cũng ok hy_vọng lần sau mình được hỗ_trợ tốt hơn,1,1,0,0,1
Nguyen T. D.,Huế,DMZ Hotel,7.0,phòng diện_tích nhỏ còn lại đều ok,1,1,1,0,2
Le T. N.,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,10.0,tôi được sắp_xếp hướng phòng khác với lần trước nên có cảm_giác không_bị trùng_lặp tôi thích lắm,0,0,0,1,2
Pham D. K.,Nha Trang,Melissa Hotel Nha Trang,9.4,tôi đến khá muộn vào buổi sáng mọi thứ đều tốt_đẹp tầm nhìn ra biển hoàn_hảo đối_với tôi bữa sáng là tốt,0,0,0,1,2
Phan T. N.,Nha Trang,Melissa Hotel Nha Trang,4.8,nhân_viên dọn phòng để khăn bẩn trên bồn rửa mặt khách không_muốn phản_ánh lên khách_sạn vì cũng không_sử_dụng tới đến khi trả tiền thì bắt_đền khách mặc_dù khách không_sử_dụng đến khăn đó nên không_thể do khách làm bẩn được,1,0,1,0,0
Nguyen L. T.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,9.0,khách_sạn có chất_lượng rất tốt cảnh rất đẹp giá rất hợp nhưng nhân_viên phục_vụ không_thân_thiện lạnh_lùng với khách chất_lượng dịch_vụ ivivu rất tốt,1,1,0,1,2
Nguyen T. H. N.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,khu_nghỉ_mát phục_vụ tốt nhưng 1 giường đôi của tôi là do 2 giường nhỏ ghép lại mà nhìn_chung chúng_tôi đã có chuyến đi vui app của ivivu khá ok nhưng khi vào mục chuyến đi của tôi thì cứ bị quay hoài nên tôi phải thoát ra nhân_viên ivivu hỗ_trợ tốt hẹn gặp các bạn lần sau,1,0,0,0,2
Nguyen T. T. H.,Đà Nẵng,Khu nghỉ dưỡng Risemount Premier Đà Nẵng,6.0,phòng cách_âm không_được tốt nên 12 giờ đêm vẫn nghe tiếng ồn của những phòng khác,0,1,0,0,0
Tran T. T. T.,Đà Nẵng,Khách sạn Brown Bean,8.5,khách_sạn ok mỗi tiếp_tân là chưa nhiệt_tình lắm,1,1,0,0,1
Thi M. P. N.,Phan Thiết,Rạng Garden Beach Side Resort,5.1,lễ_tân hỏi khách 1 ngày 4 lần khi nào trả_phòng,1,0,0,0,0
Trang N.,Huế,Hong Thien 1 Hotel,5.6,nhân_viên tiếp_tân nam không_lịch_sự,1,0,0,0,0
Nguyen T. H. H.,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,9.4,khu nghỉ đẹp tuy_nhiên ống_xả thải khu_vực biệt_thự xả ra biển nhìn mất mỹ_quan,0,1,1,0,1
Nguyen T. B. N.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,9.0,mọi thứ ok cả chuyến đi tốt,0,0,0,0,2
Nguyen V. D.,Huế,Hong Thien 1 Hotel,6.4,nhân_viên lễ_tân không_được thân_thiện có sự phân_biệt giữa khách việt và khách tây phòng_ốc tạm được chứ không_được 3 sao,1,1,0,0,0
Nguyen T. K.,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,10.0,the anam có rất nhiều cây_xanh sạch_sẽ bãi biển rất tuyệt nhân_viên chuyên_nghiệp lịch_sự và thân_thiện,1,0,1,1,2
Hoang T. T.,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,dịch_vụ khách_sạn hài_lòng mọi thứ đều tốt dịch_vụ ivivu tốt nhân_viên tư_vấn tốt mọi thứ đều tốt hết,1,1,1,1,2
Nguyen T. A.,Hồ Chí Minh,Ruby Saigon Hotel,8.5,dịch_vụ tốt và vị_trí trung_tâm thuận_tiện đi_lại công_việc,1,0,0,1,2
Nguyen T. D.,Đà Nẵng,Angel Hotel Danang,10.0,khách_sạn đẹp phòng y hình nhân_viên dễ_thương sẽ quay lại lần sau,1,1,0,0,2
Nguyen T. H.,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,khách_sạn đẹp nhân_viên thân_thiện nhiệt_tình buffet ngon hợp khẩu_vị tuyệt_vời,1,1,0,0,2
Nguyen T. L.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,10.0,phòng sạch_sẽ thoáng mát ivivu hỗ_trợ ok phản_ứng nhanh_nhạy tôi hài_lòng,1,1,1,0,2
Le T. L.,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,khi được tư_vấn cũng như đẩythưgói combo có dịch_vụ đi kèm shuttle bus đưa_đón từ ga về khu_nghỉ_mát tuy_nhiên khi chốt deal thanh_toán xong nhân_viên tư_vấn báo không_có dịch_vụ trên,1,0,0,0,0
Phan T. T. H.,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,10.0,khu_nghỉ_mát cảnh_quan đẹp dịch_vụ tốt thức_ăn nhà_hàng việt ngon mình chưa ăn nhà_hàng tây nên không_nhận xét mình đặt đặt phòng vào 29 al nên sợ không_được xác_nhận đặt phòng nhưng ivivu đã xử_lý tốt,1,0,0,1,2
Vo T. N.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,khu_nghỉ_mát rất đẹp khá đầy_đủ tiện_nghi đồ ăn hợp với khẩu_vị của vợ_chồng mình có điều buffet sáng chưa đa_dạng lắm hơi ngán,1,1,0,0,2
Nguyen T. S.,Nha Trang,Aroma Nha Trang Boutique Hotel,9.7,khách_sạn hiện_đại phòng sạch_sẽ bạn nam lễ_tân rất dễ_thương và nhiệt_tình vị_trí khách_sạn gần biển phòng tầng cao khung_cảnh rất đẹp chỉ có wifi hơi chậm,1,1,1,1,2
Nguyen T. T. V.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,khu_nghỉ_mát đẹp nhân_viên dễ_thương gia_đình mình rất thích,1,1,0,0,2
Vinh D.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,dịch_vụ tốt,1,0,0,0,2
Nguyen T. P. T.,Hồ Chí Minh,Ruby Saigon Hotel,8.6,phòng đẹp thoáng không_gian nhỏ nhưng thú_vị,0,1,0,0,2
Nguyen A. D.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,dịch_vụ khách_sạn và ivivu mình hài_lòng lắm,1,0,0,0,2
Nguyen T. B. T.,Nha Trang,Melissa Hotel Nha Trang,8.5,phòng mình có khung_cảnh biển xuất_sắc luôn nên lúc_nào cũng mở rèm mấy bạn lễ_tân cũng dễ_thương và helpful lắm nói_chung rất hài_lòng,1,0,0,1,2
Thanh T.,Hồ Chí Minh,ACE Hotel Saigon,8.5,khách_sạn ngay trung_tâm nên thuận_tiện cho việc di_chuyển cũng đầy_đủ các nhu_cầu cần_thiết tắm nóng lạnh điều_hòa_tivi tủ_lạnh cho việc nghỉ_ngơi sinh_hoạt ngắn ngày phòng hơi cũ nhỏ nhưng yên_tĩnh ngang với tên nhà_nghỉ sẽ hợp_lý hơn giá cũng dễ_chịu bởi_lẽ ở trung_tâm mà nếu có dịp đi hồ chí_minh mình vẫn đặt ở đây,0,1,0,1,1
Dao T. L.,Nha Trang,La Vague Hotel Nha Trang,8.5,tất_cả đều ok thực_đơn bữa sáng cần cải_thiện thêm,1,1,1,0,2
Le H. N.,Vũng Tàu,Khu nghỉ dưỡng Holiday Inn Hồ Tràm,10.0,dịch_vụ khách_sạn ok lắm cái gì cũng tốt hết bạn danh nhân_viên ivivu hỗ_trợ rất nhiệt_tình luôn,1,1,1,0,2
Ha M. T.,Phú Quốc,VinOasis Phu Quoc,8.5,vị_trí khá xa thị_trấn đông dương sân_bay nhưng thích_hợp nghỉ_dưỡng phòng hầu_như giống với hệ_thống vinpearl khác sạch_sẽ đầy_đủ tiện_nghi đặc_biệt có ho boi đẹp và công_viên nước trẻ_em bên trong khu_nghỉ_mát buffet sáng cũng khá nhiều món,0,1,1,1,2
Pham V. H.,Nha Trang,Rex Hotel and Apartment,9.7,khách_sạn sạch_sẽ giá rẻ điều_hòa_mát lần sau sẽ đặt phòng phòng có khung_cảnh ban_công thì thoải_mái hơn,0,0,1,0,2
