User_name,Location,Hotel_name,Rating,Comment
Vu H. N. ,Phú Quốc,The Palmy Phú Quốc Resort & Spa,8.5,"Phòng mới, view biển đẹp, bữa sáng vừa miệng, có cho thuê xe máy, ôtô khỏi ra ngoài thuê"
 Nguyễn Trần Thanh Trúc,Vũng Tàu,Khách sạn Fusion Suites Vũng Tàu,10.0,good
Le D. C. P. ,Hội An,TTC Hotel - Hoi An,9.4,"Khách sạn sạch sẽ, ăn sáng cũng tương đối món ăn, không nhiều lựa chọn nhưng với giá cả phòng vậy thì cũng ok rồi. Cái mình không ưng ý nhất là đôi lúc có tiếng ồn từ phòng khác đặc biệt là buổi tối nên nhiều lúc bị thức giấc. Giá cả so với chất lượng thì hợp lí."
Vu K. D. ,Phú Quốc,Radisson Blu Resort Phu Quoc,9.4,"Cơ bản mọi thứ đều tốt. Biển sạch đẹp, hồ bơi cũng vậy. Ăn sáng ngon. Dịch vụ và con người đều khá ổn. Một số góp ý nhỏ: một số đồ dùng hơi cũ, có thể do khách sạn vận hành cũng 1 lâu rồi; Các bạn lễ tân nên tưới tắn và nhiệt tình hơn."
 Phung Thi Kim Duyên ,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,So good ☺️☺️
Nguyen P. V. A. ,Đà Lạt,Khách sạn Phương Uyên Đà Lạt,8.5,Wifi hơi yếu.. còn lại thì ok dịch vụ tốt
 Vương Vân Hoa,Vũng Tàu,Khu nghỉ dưỡng Seava Hồ Tràm,10.0,"Dịch vụ Ivivu cực tốt. Chuyến đi khu nghỉ dưỡng Biển Hồ Cốc rất vui và mọi thứ đều rất hay. Nhân viên dễ thương, thức ăn rất ngon rất nhiều, gọi món cũng rẻ. Biển sạch. Khu nghỉ dưỡng cũng sạch. Hồ bơi bên rừng bên biển không khí trong lành lắm luôn."
 Huỳnh Thị Ngọc Hiền,Vũng Tàu,Khu nghỉ dưỡng Holiday Inn Hồ Tràm,10.0,"Khách sạn rất đẹp, tiện nghi chuẩn 5 sao, nhân viên rất lịch sự và nhiệt tình."
Vu T. H. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,Nhân viên phục vụ lễ phép đồ ăn rất ngon vừa miệng phòng ốc rộng rãi sạch sẽ thoáng mát viu đẹp rất cảm ơn khách sạn Mường thanh Khánh hoà đã cho vợ chồng tôi một kỳ nghỉ tuyệt vời
Tran T. N. N. ,Đà Lạt,Khách sạn Phương Uyên Đà Lạt,8.3,Thích hợp với những bạn chọn khách sạn giá cả phải chăng
 Đỗ Thị Mai Phương,Vũng Tàu,Khách sạn Fusion Suites Vũng Tàu,8.0,"không chọn dc phòng ưng ý, nhưng bù lại chất lượng dịch vụ khá ok"
Huong H. ,Phú Quốc,Muong Thanh Luxury Phu Quoc Hotel,9.4,"Khách sạn sạch sẽ, thoáng mát, nhân viên phục vụ nhiệt tình. Tuy nhiên khách sạn hơi xa trung tâm."
 Hồ Vũ Vông Vang,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,"Dịch vụ và chất lượng rất tốt, không có ý kiến gì khác."
Thi Y. L. ,Quy Nhơn,Anya Hotel Quy Nhon,10.0,"Check in và nhận phòng chu đáo. Buffet sáng thì đa dạng, hợp khẩu vị của mình. Phòng đẹp lắm"
Mai V. A. ,Đà Nẵng,Khu nghỉ dưỡng Risemount Premier Đà Nẵng,6.5,"Tuyệt vời, sạch sẽ, thân thiện, ăn sáng ít món"
 Võ Phan Ninh,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,"Chất lượng tốt, phục vụ nhiệt tình, vui vẻ."
 On Minh Hang,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,Rất hài lòng về dịch vụ và nhân viên tư vấn. Tôi đi chơi rất vui.
Nhat N. ,Vũng Tàu,Oceanami Villas & Beach Club,6.0,Phòng không có cửa sổ rất tối. thủ tục nhận và trả phòng quá lâu
Chi M. ,Vũng Tàu,Oceanami Villas & Beach Club,8.8,"Phòng hơi nhỏ nhưng bù lại không gian vui chơi thoáng, hồ bơi lớn, sạch đẹp. Buffer sáng ngon, phong phú hợp khẩu vị."
Le T. P. A. ,Hà Nội,Dal Vostro Hotel & Spa,4.8,"Mình đặt 2 đêm ở đây, khách sạn để thông tin có bãi đậu xe, nên mình mới đặt, khi tới thì vào ngày cuối tuần đây là phố đi bộ nên không được đậu xe, mình đã phải gửi vào bãi gửi xe ngoài 200k/đêm (tới 12h trưa), ngày tiếp theo là tối chủ nhật nên chỗ gửi xe của mình buộc lấy vào lúc 12h đêm (thêm 150k từ 12h trưa đến 12h đêm chủ nhật), mình đã báo trước từ buổi sáng với khách sạn, khách sạn đồng ý để mình gửi xe ở đây, và không hề thông báo có phí gửi xe, đến 10h tối mình báo lại vì thấy sảnh rất nhỏ và có 1 chiếc ô tô đậu ở đó, thì lại nhận được thông báo là đi gửi chỗ khác và 200k/đêm, trong khi các bạn có thể thông báo ngay từ buổi sáng hay từ lúc mình nhận phòng, nhưng các bạn lễ tân hay kháchsạn không hề có 1 lời xin lỗi nào với mình, thái độ lễ tân còn rất hờ hững, còn bảo rằng ở khu phố như vậy thì kháchsạn nào cũng sẽ thu phí gửi xe, ủa mình lần đầu tới Hn làm sao mình biết phố như nào, xe đỗ như nào?????. Trong khi ngay từ đầu các bạn có thể báo mình rằng không thể đậu xe ở ks, hay có đậu ở kháchsạn cũng mất phí, thì mình đã có thể tìm 1 chỗ khác qua đêm chỉ mất 200k, (tổng phí gửi xe 2 đêm đã có thể là 400k). Vậy mà các bạn không hề báo nên mình ở 2 đêm mất tổng 550k tiền gửi xe 🙂"
Vu T. H. Y. ,Phú Quốc,Muong Thanh Luxury Phu Quoc Hotel,8.5,"Tôi thấy hài lòng về phong cách phục vụ ở đây. Lần sau có dịp, tôi lại muốn nghỉ ở đây"
Duy M. T. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,Lần thứ 2 ở Mường Thanh và vẫn thấy cực kì hài lòng. Nhiều người nói buffet sáng chưa ổn nhưng với giá phòng như vậy thì không thể đòi hỏi hơn. Các món ăn hài hoà về hương vị. Đủ đa dạng để thoã mãn mọi thành viên và lứa tuổi. tôi thực sự cảm ơn Mường Thanh đã cố gắng nỗ lực để có những bữa sáng đủ đầy như vậy . Khá tiếc nuối khi chỉ được ở 2 đêm.
 Tran Thi Thanh Huong,Vũng Tàu,Khu nghỉ dưỡng Six Senses Côn Đảo,10.0,Tôi thật sự hài lòng về chuyến đi này
Hoàng Thuý Quỳnh ,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,8.0,"Villa tôi book là Ocean view nhưng không gần biển, phải lên tầng mới nhìn thấy biển. Trong villa thiếu một số vật dụng: bàn là, nước uống... Về dịch vụ tôi vẫn chưa hài lòng tuyệt đối. iVIVU hỗ trợ tương đối nhanh, có những lúc hơi chậm nhưng tôi hiểu, trong suốt quá trình thì không thể tránh khỏi, nhưng nhìn chung tôi hài lòng"
 Vũ Tuệ Nhân,Nha Trang,Khu nghỉ dưỡng Fusion Cam Ranh,10.0,"resort chỉn chu sạch sẽ, nhân viên tuyệt vời"
Nam N. ,Huế,The Sunriver Boutique Hotel Hue,6.0,"Wifi yếu, phòng có mùi hôi."
Anh H. T. T. ,Hà Nội,Hanoi Charming House,9.7,Nhân viên phục vụ chuyên nghiệp. Phòng rộng có đầy đủ tiện nghi. Vị trí ngay trung tâm. Sẽ quay lại.
Nguyen H. C. ,Phan Thiết,Rạng Garden Beach Side Resort,5.7,"Nội thất cũ, cửa khoá bị hư, không an toàn. Vòi tắm hư. Nói chung không như hình."
Bui T. D. H. ,Quy Nhơn,Muong Thanh Quy Nhon Hotel,5.4,"Phòng giặt ngay trên phòng nghỉ, cả ngày tiếng máy chạy inh ỏi, không thể nào nghỉ ngơi được. Nhờ dọn phòng từ 8g sáng, đi đến gần 2g về phòng vẫn chưa dọn, đang nằm nghĩ thì gõ cửa dọn phòng bảo là sáng giờ không nghe ai báo. Phòng ốc có mùi ẩm. Bồn tắm trong phòng nhỏ."
Pham V. B. H. ,Hội An,Hội An Reverie Villas,4.8,"Phòng khá là nhỏ, địa điểm khá xa trung tâm thành phố. Đồ ăn sáng thì lại quá kém, cả một villas mà cho khách ăn phở gói. Lúc check-out, mặc dù không đáng bao nhiêu nhưng phụ phí khá là đắt, cộng thêm một ly vỡ không biết ở đâu ra, vì trong suốt quá trình ở trong phòng chúng tôi không hề đụng đến một chiếc ly nào! Cảm giác rất thất vọng về villas."
Pham T. T. ,Huế,TinTin Hostel,8.5,Giá cả phải chăng. Ngay trung tâm. Phòng hơi nhỏ nhưng sạch sẽ đẹp. Nhân viên nhiệt tình tốt bụng
 Nguyen Duc Toan,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,10.0,That amazing time we had on our honeymoon trip at The Anam Resort.
 Nguyễn Hoàng Ngọc Diệp,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),8.0,"Nhà hàng còn dơ, thức ăn ko đa dạng, nhân viên khách sạn phục vụ nhanh, nhiệt tình. 
Nhân viên IVIVU làm việc chu đáo. "
 Pham Thi Thuan,Nha Trang,An Lâm Retreats Ninh Vân Bay,8.0,"Nhân viên phục vụ ở resort rất nhiệt tình, nhất là bạn gái tên Ngân rất dể thương ,.Buổi ăn khuyến mãi chỉ đáng 1*"
 Ho Hoang Vinh,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,Chúng tôi rất Hài lòng.
 Phan Thị Kim Anh,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,"Khách sạn đẹp, sạch sẽ, phục vụ chuyên nghiệp. Hồ bơi rất to và sạch. Sẽ quay lại"
Vy V. ,Đà Lạt,Vietsovpetro Dalat Hotel,4.8,"Phòng có mùi ẩm, hồ bơi không hoạt động, buffet ít món và không ngon, nước uống (chanh dây, dâu tằm) nhạt"
Thanh T. D. ,Nha Trang,Rex Hotel and Apartment,8.5,"Wifi khá yếu, vị trí vắng vẻ."
Hoàng Thái Linh ,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,9.0,"Chất lượng của Victoria Phan Thiết rất tốt, phòng ốc sạch sẽ. Nhân viên iVIVU tư vấn rất tốt. Tôi sẽ quay lại  khách sạn này"
 Nguyễn Lương Thành,Vũng Tàu,Khu nghỉ dưỡng Holiday Inn Hồ Tràm,10.0,Cảnh đẹp! 
 Nguyễn Linh Giang,Phú Quốc,Khu nghỉ dưỡng Premier Village Phu Quoc Managed By Accor,10.0,"will definitely come back as the gorgeous scenery, beach and caring staffs"
Nguyen H. N. ,Hội An,Lasenta Boutique Hotel Hoian,9.4,"Không gian đẹp, sạch sẽ, nhân viên nhiệt tình."
Nguyễn Thị Hồng Ngọc,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,10.0,"Bố mẹ tôi đi về rất hài lòng,khen rất nhiều. Khách sạn rất đẹp và mấy bạn phục vụ rất nhiệt tình."
Nguyen T. A. T. ,Hồ Chí Minh,Khách sạn Meraki Boutique,5.4,"Phòng mùi hôi. Vì do nằm ngay phố bùi viện nên rất ồn, kg ngủ được. Thang máy thì chậm. Hầu như đi thang bộ."
Cao Thanh Thuỷ,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,9.5,"Dịch vụ của khu nghỉ dưỡng và iVIVU đều ok, tôi chưa thấy có gì phải góp ý"
Thi H. L. D. ,Nha Trang,Khách sạn Senkotel Nha Trang,6.7,"Phòng hôi cống, có gián trong phòng. Lễ tân và cô dọn phòng thì dễ thương"
 Nguyễn Thanh Hoa,Nha Trang,Khu nghỉ dưỡng Fusion Cam Ranh,10.0,"Resort rất thích hợp cho việc nghỉ ngơi,thư giãn.Từ phòng nghỉ cho tới cảnh quan xung quanh và các tiện ích đi kèm đều rất ổn,đặc biệt là dịch vụ masage.Đồ ăn ngon,giá cũng ko đắt. Nhân viên vô cùng thân thiện.Mình tới đây lần đầu vào T2/2022 và lại vừa quay lại.Mình sẽ vẫn lựa chọn chỗ nghỉ này nếu tới NT"
 Nguyen Thi Nhan,Nha Trang,Vinpearl Condotel Beachfront Nha Trang,10.0,Mọi thứ trong chuyến đi ok
Vuong T. N. X. ,Hà Nội,MK Premier Boutique Hotel,9.7,"Khách sạn lớn, rộng rãi, phòng giống hình và có bồn tắm, vị trí ở khu phố cổ thuận tiện đi chơi và khám phá, cách hồ Hoàn Kiếm 10p đi bộ, phòng sạch sẽ và được dọn dẹp thường xuyên. Chưa được thử dịch vụ nhà hàng và spa do lúc mình đến dịch vụ đang tạm ngưng hoạt động"
 Mai Huyen Trang,Nha Trang,An Lâm Retreats Ninh Vân Bay,10.0,Nhân viên Trung tư vấn rất nhiệt tình. Cảm ơn iVIVU đã giúp tôi có một kỳ nghỉ như mong đợi ❤️
Phuong P. ,Hội An,Khách sạn Thanh Bình 2,6.0,"Nước gọi vài lần mới đem lên phòng. Nước phải xả 15’ mới có nước nóng để tắm. Gọi xử lý mấy bàn có kiến trong phòng, nhưng không xử lý. không có ô cho khách đi mưa?"
 Phạm Thị Trúc My,Vũng Tàu,Khách sạn Fusion Suites Vũng Tàu,10.0,"Tôi hài lòng về chuyến đi, các dịch vụ ổn, khách sạn đẹp, nhân viên phục vụ tận tình, chu đáo, hỗ trợ. "
Vy N. ,Hội An,Lasenta Boutique Hotel Hoian,10.0,"Khách sạn là nhiều hơn tôi mong đợi. Căn phòng sang trọng với nội thất màu sắc ánh sáng, phòng tắm là thoải mái lớn có nhà vệ sinh riêng biệt, tuy nhiên, cần có một tấm thảm ở lối vào cho cọ xát đôi giày trước khi vào phòng. Hồ bơi với tầm nhìn tuyệt vời để ruộng lúa, nhưng nó có vẻ ảm đạm trong các loại hình thời tiết. Tôi sura đó là vinh quang với nắng. Nhân viên rất thân thiện. Đặc biệt là nhân viên lễ tân, họ ủng hộ chúng tôi. Bạn tôi và tôi đã rất khẩn cầu. Chúng tôi sẽ quay lại lần sau."
Ms L. ,Quy Nhơn,Hoang Yen Canary Hotel Quy Nhon,7.9,"Khách sạn sạch sẽ, tuy nhiên hơi cũ. Theo mình giá phòng như vậy rất hợp lý."
Nguyễn Tuấn Hoàng,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,9.0,tất cả anh đều rất hài lòng. Em nói bên khách sạn xuât hóa đơn cho a
 Nguyễn Thị Tuyết Hạnh,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,"resort đẹp, đồ án sáng và lẩu thả rất ngon, khuôn viên nhiều cây xanh"
Nguyễn Thu Thủy,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,8.0,"Các bạn nhân viên khách sạn phục vụ rất chu đáo và chuyên nghiệp, phòng khách sạn ở sạch sẽ nhưng tôi có gặp 1 vấn đề nhỏ có hôm nước bị yếu không được đều. Nhân viên IVIVU hỗ trợ nhanh chóng và chuyên nghiệp. "
 Nguyễn Ngọc Linh,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,10.0,tuyệt vời
 Truc Anh Ngo,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,10.0,"Resort yên tĩnh, sạch sẽ, hơi ít cây, bãi biển đẹp, nhân viên resort nhiệt tình dễ thương"
 Le Viet Hong Phuc,Nha Trang,An Lâm Retreats Ninh Vân Bay,10.0,"Khách sạn rất đẹp, facility tốt, nhân viên nhiệt tình. Mình ra thời điểm có lẽ hơi đông khách nên các bạn nhân viên hơi lụp chụp. Mình nghĩ nên cải thiện workflow để tăng chất lượng dịch vụ.
Biển đẹp, tuy nhiên nhiều đá nên không phù hợp tắm biển lắm, chụp hình thì tuyệt vời.
Trên website có thông tin là khách sạn chỉ cho trẻ em từ 12 tuổi trở lên nhưng khi mình ra thì thấy phần lớn khách là gia đình với trẻ nhỏ, mình nghĩ website khách sạn cần điều chỉnh lại điểm này để tránh hiểu lầm. 
"
Dang T. K. ,Hạ Long,Saigon Halong Hotel,8.5,"Phòng rộng, thoải mái, sạch sẽ, nội thất ổn. Buffet sáng chưa đa dạng."
Thi N. Y. N. ,Hồ Chí Minh,Khách sạn DDA Quận 1,6.4,"Khuyết điểm: phòng hơi ồn ào, phòng không thoáng, cảm giác ngột ngạt khó thở, điều hòa lúc chạy lúc không, phòng có nhiều bụi không sạch lắm, khâu chuẩn bị đồ VSCN trễ. Ưu điểm: Lễ tân lịch sự dễ chịu"
Pham N. K. ,Hồ Chí Minh,ACE Hotel Saigon,6.9,Sau khi dọn dẹp phòng xong không được và không nên tự ý mở cửa sổ của phòng (cửa sổ không song sắt) rồi để đó cả ngày khi không có sự đồng ý của khách. Khách đi vắng cả ngày tối về thấy vậy là tuyệt đối không vui. Vô dọn dẹp thế nào ra ngoài cửa phải y như khi vào nhé
Phan T. A. N. ,Nha Trang,Melissa Hotel Nha Trang,9.7,"Khách sạn Trung tâm, gần biển. Phòng hướng biển đẹp. Nvien nhẹ nhàng, nhiệt tình chỉ dẫn. Bể bơi tầng 21 không được chăm chút lắm, đồ ăn sáng chưa được phong phú. Tóm lại là hài lòng so với giá tiền bỏ ra."
 Nguyễn Thị Trang,Vũng Tàu,Khách sạn Fusion Suites Vũng Tàu,10.0,Rất hài lòng về dịch vụ của KS cũng như Ivivu
Thi P. H. L. ,Hà Nội,MK Premier Boutique Hotel,8.8,"Phòng khá tiện nghi tuy nhiên trần thấp, đèn vàng làm không gian khá ngột ngạt"
 Nguyễn Thị Long,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,"Resort rất dễ thương, các bạn phục vụ chu đáo"
 Triệu Thị Hồng Nhung,Vũng Tàu,Khu nghỉ dưỡng Holiday Inn Hồ Tràm,8.0,"Khách sạn rất là thoải mái, nói chung là dịch vụ tốt, sạch sẽ, đẹp. Căn bẳn là mới xây dựng nên đi lại chưa thuận tiện lắm. Ăn uống chưa hợp khẩu vị vì mình là người Bắc."
 Trần Xuân Kiên,Vũng Tàu,Khu nghỉ dưỡng Six Senses Côn Đảo,8.0,Khách sạn có nhiều muỗi và côn trùng
 Mai Xuân Dũng,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,10.0,"Chuyến đi tốt đẹp, dịch vụ và phòng ốc chúng tôi đều hài lòng. Cảm ơn iVIVU đã hỗ trợ"
Bich T. ,Đà Nẵng,Khách sạn Royal Charm,9.1,"Khách sạn gần biển, phòng ốc sạch sẽ. Nhân viên ai cũng nhiệt tình và dễ thương, nhất là các bạn lễ tân. Buffet sáng ít món nhưng khá hợp khẩu vị. Nếu có dịp quay lại Đà Nẵng, sẽ tiếp tục chọn khách sạn này"
Le T. T. T. ,Đà Nẵng,The Garden Hotel and Apartment,6.0,"Khách sạn bí, cũ cảm thấy cực kỳ không hài lòng"
Tran M. T. L. ,Hội An,TTC Hotel - Hoi An,8.8,"Khu nghỉ cách trung tâm phố cổ khoảng 1.5km, chúng tôi đạp xe và trải nghiệm vẻ truyền thống, bình yên của Hội An"
Ngo T. N. ,Phú Quốc,VinOasis Phu Quoc,9.7,"Vị trí và dịch vụ thì tốt, thức ăn cũng ngon, nhân viên rất thân thiện và nhiệt tình, có xe đưa đón đến Grandworld và Vinwonder rất tiện lợi, phòng sạch đẹp và sang trọng.Gia đình tôi rất hài lòng"
Le T. A. N. ,Vũng Tàu,Khách sạn Hoàng Yến,8.5,"dịch vụ tốt, phòng đẹp, đầy đủ tiện nghi, nhân viên thân thiện"
Phạm Thị Phương Anh,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,10.0,Good! Tôi rất hài lòng 
 Phan Thị Thúy Hà,Đà Nẵng,Khách sạn A La Carte Đà Nẵng,10.0,"Lịch sự, thân thiện."
 Ho Bui Dieu Linh,Đà Nẵng,Khách sạn A La Carte Đà Nẵng,10.0,"Gần biển, ks nhân viên thân thiện. Đáng để đến"
Thi C. T. N. ,Quy Nhơn,Anya Hotel Quy Nhon,5.2,Cách phụ của nhân viên rất tệ hại. Thiếu tôn trọng khách hàng. ANYA chỉ đáng 1 sao
 Huynh Thi Thanh Huyen,Phú Quốc,Khu nghỉ dưỡng Premier Village Phu Quoc Managed By Accor,10.0,"Những ngày tôi đi mưa, nên di chuyển hơi cực. Đưa đón sân bay chu đáo lắm, đặt qua iVIVU mới có đưa đón chứ tôi gọi trực tiếp thì không có. Cách phục vụ của khách sạn làm chúng tôi hài lòng "
Thao T. V. ,Phan Thiết,Rạng Garden Beach Side Resort,10.0,"Mình đi cùng ba mẹ ra nghỉ dưỡng. Ba mẹ rất thích khách sạn này vì vị trí khá gần khu ăn uống và các chỗ tham quan. Thiết kế khách sạn như các bungalow mái lợp có ban công view ra biển và hồ bơi nên rất thoáng mát, yên tĩnh. Chỉ cần bước vài bước là ra tới hồ bơi và biển. Có cả buffet ăn sáng cơ bản. Giá cả rất hợp lý."
 Nguyen Tran Phu An,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,Mọi thứ ok nếu thêm chuyến xe di chuyển mọi nơi sẽ tốt hơn 
Phuong P. ,Đà Lạt,Khách sạn Phương Uyên Đà Lạt,8.5,"cô chủ dễ thương giá ok, tuy nhiên người ta ở p1 tên Phương Uyên, mà app ghi p2 tên Uyên Phương, tức á"
Kanchanee S. ,Huế,TinTin Hostel,8.5,"Phòng đẹp, rất tử tế từ nhân viên. Tôi sẽ trở lại lần sau 👌✨"
Thi N. T. P. ,Vũng Tàu,Melia Ho Tram Beach Resort,10.0,"resort mọi thu tuyệt vời, đo an rat ngon"
Nguyen Tran Thuy Vi,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,Chuyến đi rất vui và khách sạn ở thích lắm.
 Nguyễn Duy Khang,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,"Khu nghỉ dưỡng rộng rãi, gia đình tôi rất thích. iVIVU hỗ trợ nhanh, tôi hài lòng"
Hong M. N. ,Huế,Melia Vinpearl Hue,8.5,Nhân viên rất nhiệt tình và chu đáo. Tôi rất hài lòng với khách sạn.
 Đặng Thị Kim Thuỳ,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,"Khu nghỉ dưỡng đẹp lắm. Ăn uống ngon. Phòng ốc good, mọi người rất thích"
 Chử Thị Lan Anh,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,8.0,Nếu bổ sung dịch vụ ăn uống có set menu hay gọi món nữa thì quá tuyệt vời
Le N. N. N. ,Vũng Tàu,Melia Ho Tram Beach Resort,9.7,"Tôi đã biết đến Melia qua kì nghỉ cùng bạn bè, vì thế Tôi đã quyết định chọn Melia là điểm đón giao thừa của gia đình tôi năm nay, chọn Melia là điểm nghỉ dưỡng cho gia đình thật là tuyệt vời, Ba Mẹ rất hài lòng, và các baby nhà tôi cũng vậy. Cảm ơn Melia đã cho gia đình tôi những trãi nghiệm thú vị."
 Trẩn Đình Thảo,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,"Khu nghỉ dưỡng đẹp, dịch vụ rất tốt. Chuyến đi vui và mọi thứ mình thấy rất thích và hài lòng, về phòng ốc,và cả nhân viên."
Bùi Xuân Thắng,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,"Tôi đã sử dụng dịch vụ của IVIVU nhiều lần,tôi thấy rất tốt.chuyến đi ok,không vấn đề gì."
Tran Thu Thao,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,9.5,Mọi việc đều tốt
Nguyễn Thị Bích Tâm,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,8.5,"Tôi thấy khách sạn này khá tốt. Tôi rất hài lòng. Nhân viên iVIVU tư vấn cho tôi khá nhanh chóng, nhiệt tình. Tôi đánh giá cao chất lượng dịch vụ của iVIVU. "
 Nguyễn Thị Thanh Hiền,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,10.0,"Tôi đã có kỳ nghỉ tuyệt vời. Resort đẹp, nhân viên rất dễ thương. "
Nguyen T. T. ,Phan Thiết,Sea Links Beach Resort & Golf,9.1,Bữa sáng nhiều món nhưng ko ngon lắm
 Hồ Phi Hùng,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,Dịch vụ rất tốt
Ngô Mai Hạnh,Nha Trang,Khu nghỉ dưỡng Amiana Nha Trang,9.5,"Chúng tôi đã có 1 chuyến đi ưng ý, vẫn sẽ tiếp tục ủng hộ iVIVU"
 Vũ Đình Phương Ân,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,Các dịch vụ đi kèm chúng tôi đều sử dụng và thấy ổn. Gia đình tôi hài lòng về khu nghỉ dưỡng
Pham T. T. T. ,Nha Trang,Rex Hotel and Apartment,6.0,Nhan vien khách san không than thiện
Nguyen T. N. ,Đà Nẵng,Angel Hotel Danang,6.0,"- Phòng thiếu nước, thiếu giấy vệ sinh, gọi lễ tân mãi không đem lên - Phòng không sạch sẽ, chăn ga hôi - chất lượng phòng cũ"
 Lê Phương,Đà Lạt,Khách Sạn LADALAT,10.0,"The hotel is far from town, and the only nearest attraction is Love Valley!
The room is big, nice and cozy! Everything clean and looks good to use! My daughter and I did swim at the swimming pool here and the water is warm enough for fun activities
Kids centre also ok, not so big!
Da Quy Restaurant is nice with traditional dishes
And thanks you guys for giving us a birthday cake during my stay here! Wonderful service"
Thi L. L. ,Huế,Khu nghỉ dưỡng Pilgrimage Village Boutique,10.0,Tôi rất hài lòng và cảm thấy rất thoải mái khi nghỉ dưỡng tại đây
 Phan Tuấn Anh,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,6.0,"thực đơn không phong phú, khách đông nên phục vụ trễ"
 Nguyễn Bảo Thy,Phú Quốc,Khu Nghỉ Dưỡng Best Western Premier Sonasea Phú Quốc,8.0,"Resort tốt lắm. Nhân phòng hơi trễ, giờ nhận phòng là 15h. Chúng tôi đã có chuyến đi vui vẻ cùng nhau"
 Trần Nhựt Ánh Loan,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,"Pandanus đã và đang sửa chữa nâng cấp phòng nên thu hút khách, mặc dù KS ở khá xa "
Nguyen N. L. ,Đà Nẵng,The Garden Hotel and Apartment,9.7,"Phòng rộng rãi, nhân viên nhiệt tình, thân thiện, vị trí Khách sạn khá gần các điểm ăn uống và tham quan"
Pham D. T. N. ,Đà Nẵng,Angel Hotel Danang,4.5,"Phục vụ tệ, phòng ốc hôi.... Sẽ không bao giờ thuê lần nữa ! Nhân viên nhìn cứ như ông n*i khách hàng,"
Thi T. H. L. ,Phan Thiết,Hai Yen Family Resort,8.5,"Cũng được nhé, có 2 Hải Yên, toà màu trắng có bể bơi nhìn ra biển đẹp hơn ạ, nên giá chắc cũng mắc hơn. Mình ở toà đối diện, cũng có hồ bơi nhưng không đẹp bằng 😁 nhưng vẫn sang bên kia chụp anh và chơi được nha"
 Nguyễn Thanh Hòa,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,"Khu nghỉ dưỡng ok, chuyến đi rất thoải mái"
