User_name,Location,Hotel_name,Rating,Comment
Nguyen N.,Phú Quốc,The Palmy Phú Quốc Resort & Spa,5.1,"nhận phòng chậm trễ, nhân_viên thieu chuyen nghiep, phòng không xứng với số tiền, phòng bên cạnh nói chuyện bình thường thì phòng bên này nghe thấy rõ 100%, không có sự riêng tư"
Nguyen T. T. H.,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,khu_nghỉ_mát đẹp lắm. Xe di chuyển đúng giờ và sạch_sẽ
Tran T. M. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,"Phòng đẹp, chất lượng tốt. nhân_viên khách_sạn và ivivu đều ok"
Doan T. H.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,10.0,Tư vấn nhanh. Đặt phòng trước ngày đi chưa tới 24 giờ
Pham H. T.,Vũng Tàu,Oceanami Villas & Beach Club,6.4,"Đồ ăn ít, đông quá. Đi ăn sáng như xin ăn, khách_sạn bắt xếp hàng đứng ngay cửa kêu đợi chứ hết chỗ. Đứng lớ nga lớ ngớ ngay cửa như xin ăn. Bực gì đâu"
Hoang T. N.,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"khách_sạn vị trí đẹp, ngay trục chính bờ biển Nha Trang, đến tháp trầm tầm 1km thôi, khách_sạn phía trước ngắm trọn đường bờ biển, phía sau là cửa sông. phòng to tiện nghi, tuy dùng thảm có mùi ẩm chút, nếu granit hoặc sàn thì sang hơn, nhưng vậy khá ổn. cảnh quan nhìn từ phòng rất đẹp. Ăn sáng ngon, thoải mái. chỉ có hồ bơi hơi buồn tẻ xíu. sẽ ghé lại lần sau"
Le V. H.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,9.5,"Tôi thấy chuyến đi ok, phòng sạch_sẽ, dịch_vụ tốt"
Phan T. H.,Hạ Long,Khách sạn Mường Thanh Luxury Quảng Ninh,10.0,"khách_sạn nằm ngay khu vui chơi, nhân_viên nhiệt tình, thức ăn sáng ngon và nhiều... tôi rất hài lòng"
Pham T. T. H.,Hồ Chí Minh,ACE Hotel Saigon,4.9,"Mọi thứ đều rất tệ, máy lạnh ồn, phòng nhỏ hẹp và không có bồn tắm, giường đôi thì bằng 2 giường nhỏ ghép lại, đồ ăn sáng quá dở và quá ít món, phòng ăn nóng và nhỏ không bằng phòng ăn của 1 gđ... tiện nghi kém và không sạch_sẽ. Tuy nhiên, có 1 điểm tốt là giá nước uống trong tủ lạnh rẻ."
Bui X. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,"Tôi đã sử dụng dịch_vụ của ivivu nhiều lần,tôi thấy rất tốt.chuyến đi ok,không vấn đề gì."
Nguyen T. T. H.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,9.5,"dịch_vụ chu đáo, phòng đẹp và rất tiện nghi"
Huyen H.,Phan Thiết,Hai Yen Family Resort,9.4,"Lễ tân thân thiện, nhiệt tình, khách_sạn sạch_sẽ thoáng mát"
Nguyen T. T. H.,Đà Lạt,Khách Sạn LADALAT,10.0,Các bạn nhân_viên rất dễ thương. phục_vụ tốt.
Phuong P.,Đà Nẵng,Khu nghỉ dưỡng Risemount Premier Đà Nẵng,9.0,khách_sạn thiết kế đẹp. Hồ bơi thoải mái. Phòng đẹp. Mỗi tội hơi xa biển
Thi T. H. N.,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"khách_sạn rộng rãi, sạch_sẽ. Nằm khá gần trung tâm. Gần chợ đầm và nhiều quán ăn có tiếng. nhân_viên phục_vụ và bảo vệ rất nhiệt tình trừ 1 bạn áo vàng ở phòng ăn tầng 3. Bạn mình nhờ lấy muỗng lấy sữa giùm thì chỉ nơi lấy đồ và để khách tự đi lấy. Trong khi những khách khác trông sang trọng hơn tụi mình thì được bạn nhân_viên ấy đem đồ đến tận bàn"
Vu T. N.,Hội An,Khách sạn Thanh Bình 2,10.0,"Chỉ có một chút thiếu sót là đặt phòng 3 người nhưng tiện nghi như dép, khăn thì chỉ dành cho 2 người nên có 1 người không đủ tiện nghi."
Pham T. H.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,8.0,khách_sạn ok. ivivu đặt phòng tiện
Vo T. N.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,8.7,"Vị trí khách_sạn đẹp, sát biết. nhân_viên tư vấn nhiệt tình vui vẻ. Có cơ hội sẽ quay lại."
Phan T. T. H.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,Mình đánh giá về khách_sạn và nhân_viên chu đáo
Nguyen T. H.,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,8.0,Rất vui
Nguyen T. V.,Phan Thiết,Resort Poshanu,10.0,"Great stay tại Poshanu khu_nghỉ_mát, đội ngũ nhân_viên rất thân thiện và chu đáo. giá_cả hợp lý, tôi nhận được những gì tôi mong đợi. Buffet ăn sáng là tốt và nhà hàng có tầm nhìn ra biển tuyệt vời. Căn phòng lớn và rất sạch_sẽ nhưng 1 đêm ở đây là không đủ, tôi nên ở lại lâu hơn một chút."
Vu T. H.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,"Tôi thấy khách_sạn thì ok, các bạn nhân_viên thì cũng không vấn đề gì. Nhưng phòng tôi sát bên khu đang xây dựng nên rất ồn, tôi không thể ngủ được. Tôi nghĩ khách_sạn có thể tinh ý hơn và chủ động trong việc tránh xếp phòng khách ở khu đang xây dựng."
Le T. T.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,"Tôi đi chơi rất vui, dịch_vụ rất tốt. Tôi rất hài lòng "
Le T. T.,Quy Nhơn,Muong Thanh Quy Nhon Hotel,6.6,phòng tầng 6 đường thoát nước rất mùi
Tran B. N.,Phú Quốc,Muong Thanh Luxury Phu Quoc Hotel,9.7,"Chúng tôi đi du lịch gia đình có 1 bé 2,5 tuổi, phòng mới rộng thoải mái, hồ bơi rộng, thức ăn sáng và ăn trưa nấu ăn ngon, mặc dù giá_cả hơi cao nhưng với khách_sạn 4 sao vậy là quá tốt, tuy nhiên khách_sạn ở khu biệt lập xa trung tâm, thích hợp cho gia đình nghỉ dưỡng. khách_sạn có xe đưa rước ra trung tâm chợ đêm dinh cậu nhưng phải đăng ký trước, nếu không sẽ không có chỗ phải đi taxi. "
Tran T. V.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,"khách_sạn tốt, sạch_sẽ tuy nhiên, hơi nhiều muỗi. khách_sạn hơi vắng khách, nhưng vẫn tổ chức buffet đầy đủ cho khách. 
nhân_viên ivivu: tốt và hỗ trợ nhanh. "
Nguyen T. T. H.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,"Gia đình tôi hài lòng về chuyến đi lắm, mọi thứ rất ok"
Nguyen T. S.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,9.0,Giá rất cao mà dịch_vụ ăn uống không đa dạng món. Phòng thì ok.
Le T. D.,Nha Trang,Rex Hotel and Apartment,9.4,"Phù hợp với kỳ nghỉ của 2 mẹ con mình, Phòng sạch_sẽ. Tuy nhiên xa biển."
Nguyen T. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,"Hồ bơi xuống cấp, tróc gạch nhiều nên dễ bị xước tay chân khi bơi. Còn lại thì ok."
Nguyen T. Q. N.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,"Tôi rất thích hồ bơi của khách_sạn, rất đẹp và hoành tráng. Phòng ở cũng rất ok nhưng nếu có thêm bồn tắm thì tuyệt vời. Về nhân_viên thì bên khách_sạn hay ivivu tôi đều rất thích vì mấy bạn rất nhiệt tình."
Nguyen K. D.,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,khu_nghỉ_mát phục_vụ ổn lắm
Bui T. T. T.,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),8.0,"Mình và em mình đi chung, em mình thì được phòng đẹp và tốt, còn mình thì được nhận phòng cũ và đồ đạc trong phòng thì rất cũ. Mình thấy khách_sạn cũng khá là vắng đáng lẽ phải nâng cấp cho mình hạng phòng cao hơn 1 xíu để sau này khách còn quay lại nữa. 
nhân_viên phục_vụ chu đáo, tốt và ăn uống ngon. "
Tran T. M.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,10.0,"dịch_vụ rất tốt, nhân_viên nhiệt tình hỗ trợ tốt. Tôi hài lòng. "
Nguyen H. T.,Hồ Chí Minh,Khách sạn Mường Thanh Luxury Sài Gòn,9.4,"Tham quan tốt, nhân_viên thân thiện, thoải mái đi công tác tốt với tôi"
Truong T. T.,Phú Quốc,The Palmy Phú Quốc Resort & Spa,6.0,"Ai chưa đi thì nên cân nhắc chọn khu_nghỉ_mát này, cái này chắc khu_nghỉ_mát 1 sao chứ 4 sao gì, không hiểu nổi cái tiêu chuẩn nào để đạt 4 sao, không có bãi biển để tắm, muốn tắm muốn chơi dưới biển phải lội bộ dưới nước qua khu_nghỉ_mát khác, đồ ăn sáng thì dở, 2 ngày thực_đơn y chang nhau. Khác mỗi món nước, con đường đi qua khu ăn sáng thì bốc hơi của nước, còn rất nhiều thứ không hài lòng mà. Ai chưa đi thì lên google xem đánh giá nhé mọi người, kẻo phí tiền oan"
Nguyen T. T. T.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,"Cảm ơn Trâm nhé. Gia đình chị có 1 chuyến nghỉ dưỡng vui vẻ, thoải mái. Nhất định sẽ đặt qua ivivu lần tới "
Trinh T.,Nha Trang,Rex Hotel and Apartment,9.4,"Phòng siêu lớn dự kiến trước. Phòng có đầy đủ tiện nghi, thậm chí cả bếp nhỏ."
Thuy T.,Đà Nẵng,Angel Hotel Danang,9.7,"Mình đã có kỳ nghỉ 3 ngày tại Đà Nẵng xem trên app rất nhiều khách_sạn đắn đo mãi và đã chọn khách_sạn Angel. Phòng sạch_sẽ thoáng mát và y như hình, giá_cả cũng phải chăng, có 2 bữa sáng nữa nhưng do sáng nào cũng ngủ nướng và quá giờ ăn nên chưa được thưởng thức bữa sáng tại khách_sạn, nhất định lần sau qlai sẽ thưởng thức. Anh chị nhân_viên và chú bảo vệ rất nhiệt tình, vui vẻ trước khi đến chú bv còn mang vali lên tận phòng và khi đi còn mang vali ra xe giúp mình nữa. Có dịp chắc chắn sẽ quay lại Đà Nẵng lần nữa và ở tại khách_sạn ạ 😍😍"
Van A.,Hội An,Lasenta Boutique Hotel Hoian,10.0,Mình đã có những trải nghiệm thú vị tại đây!!! Cảm ơn vì tất cả!
Nguyen T. T. H.,Nha Trang,Melissa Hotel Nha Trang,9.3,"Mọi thứ ok, nếu có dịp sẽ quay lại khách_sạn."
Nguyen T. N. H.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,Chuyến đi tốt !
Do T. H.,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,8.0,"Phòng ốc rộng rãi, nhiều sân chơi, phù hợp nghỉ dưỡng nhưng thức ăn thì không được ngon."
Nguyen H. N.,Huế,Phong Nha Hotel Hue,8.5,"khách_sạn rất đáng yêu, nhân_viên rất thân thiện và tốt đẹp."
Nguyen M. D.,Đà Lạt,Vietsovpetro Dalat Hotel,9.1,"khách_sạn tiện nghi sạch_sẽ, khung_cảnh đẹp, buổi sáng mở cửa ban công thoáng mát nhìn được toàn bộ quang cảnh Đà Lạt thơ mộng, bữa sáng đầy đủ và chất lượng ngon miệng. Thái độ phục_vụ tốt tuy nhiên phòng tắm bồn đôi khi nước quá nóng khó điều chỉnh và tắm bồn bị hư bịt nước. Nhìn chung mọi thứ rất tốt đáng đồng tiền và nếu có quay lại Đà Lạt mình vẫn chọn Vietsovpetro làm điểm nghỉ ngơi thư_giãn!"
Nguyen T. K. A.,Nha Trang,Khu nghỉ dưỡng Fusion Cam Ranh,6.0,"Kiến trúc tổng thể hài hòa hợp lý, nội thất trong phòng cũ và hỏng, đồ ăn thì bình thường, nhân_viên khách_sạn ok, bạn tư vấn ivivu mình hài lòng"
Nguyen T. T.,Quy Nhơn,Anya Hotel Quy Nhon,8.5,"Mình ở có 1 đêm và trong thời gian dịch nên khách_sạn vắng vẻ. Phòng ốc ok, sạch_sẽ. nhân_viên thân thiện. khung_cảnh đẹp. có 1 điểm không hiểu sao hành lang tầng 20 mình ở có 2 cái bàn, chật lối đi và cảm giác không gọn_gàng. ăn sáng theo set thực_đơn, cũng ok."
Nguyen N. H.,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,"phòng sạch đẹp, đồ ăn ngon, nhân_viên lịch sự và dễ mến
Chỉ có tivi hơi nhỏ và không phải smart tivi nên muốn cho mấy nhóc xem youtube không được."
Le Q. T.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,Cảm ơn ivivu và Ms Diễm đã giúp gia đình mình có kỳ nghỉ tuyệt vời.
Nguyen T. L.,Đà Nẵng,Meliã Vinpearl Đà Nẵng Riverfront,10.0,"Hài lòng về khách_sạn, khách_sạn tốt. nhân_viên tư vấn nhiệt tình, tốt."
Nguyen T. T.,Phan Thiết,Sea Links Beach Resort & Golf,9.1,Bữa sáng nhiều món nhưng không ngon lắm
Tran Q. T.,Đà Lạt,Khách sạn Phương Uyên Đà Lạt,8.8,Chat luong ok. gia thanh on. ok
Linh L.,Đà Nẵng,Khách sạn Royal Charm,8.5,"khách_sạn sạch, nhân_viên bảo vệ trẻ rất nhiệt tình, tuy nhiên giường hơi kêu, nằm không thoải mái lắm"
Tran T. B.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,10.0,"Phòng Victoria Phan Thiết có mùi thơm thoang thoảng rất dễ chịu. 
Mình sẽ quay lại"
Thanh T.,Hồ Chí Minh,Ruby Saigon Hotel,5.1,Thái độ nhân_viên không tốt. Phòng không đẹp.
Nguyen M. P.,Phú Quốc,Vinpearl Discovery Wonderworld Phú Quốc,8.0,"đồ ăn có sự thay đổi nhưng không nhiều, dịch_vụ đi lại phụ thuộc nhiều vào xe túc túc, mà gọi xe thì quá lâu, cá nhân tôi đi mát_xa và phải chờ 1 tiếng sau mới có xe để về lại phòng nghỉ! rất bất tiện, không thể đi tiếp khu trong của safari mặc dù đã mua vé xe điện vip, vì sau khi đi xem show biểu diễn thì không còn xe túc túc, chờ hơn 30 phút cũng không có xe, nên đi về, vì trời quá nắng và đông."
Nguyen M. T.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,9.0,"khách_sạn tốt, rất đẹp và thoải mái. nhân_viên ivivu làm việc nhanh chóng và chu đáo, thái độ lịch sự, nhiệt tình, tôi vô cùng hài lòng và sẽ liên hệ lần sau."
Nguyen T. D.,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,10.0,"Khu nghỉ dưỡng đẹp, chất lượng phục_vụ tốt"
Ngoc T. N.,Đà Nẵng,GIC Luxury Hotel And Spa,9.7,Đó gần như là món khoái khẩu nhất trong cả chuyến đi của tôi. Ngoại trừ dép lê 😭 Tôi ghét mang dép lê!
Ngoc T. N.,Hà Nội,Green Hotel & Apartment HN,6.3,"Nhà vệ sinh khá cũ, khăn tắm có vết ố"
Le T. T.,Đà Lạt,Khách sạn Hồng Tâm Đà Lạt,8.5,"khách_sạn sạch_sẽ, chủ khách_sạn thân thiện, nếu có dịp đi sẽ ghé lần nữa"
Trinh T.,Phan Thiết,Nohana Hotel (Former Y Khoa Hotel),10.0,"Tuyệt! Ông khách_sạn nhiệt tình, phòng ốc sạch_sẽ gọn_gàng"
Bui T. T. H.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,"khu_nghỉ_mát Pandanus đúng là khu nghỉ dưỡng tuyệt vời, đúng chuẩn 4 sao về phong cách phục_vụ và chất lượng dịch_vụ. Chắc chắn tôi sẽ quay lại nhiều lần nữa"
Tran T. P.,Vũng Tàu,Khu nghỉ dưỡng Seava Hồ Tràm,6.0,"Những ngày lễ nên khách hơi đông, mà các bạn phục_vụ cũng ok. Nhưng nếu so về vị trí thì không bằng những khu_nghỉ_mát khác"
Nguyen V. H.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,"Cảm ơn Trâm nhé. Gia đình tôi có 1 chuyến nghỉ dưỡng vui vẻ, thoải mái. Nhất định sẽ đặt qua ivivu lần tới"
Nguyen P. D.,Hạ Long,Khách sạn Mường Thanh Grand Hạ Long,9.4,Bữa sáng ngon. Phòng đẹp và sạch.
Le T. H. T.,Hạ Long,City Bay Palace Hotel,8.5,bữa sáng rất ngon . phòng rất đẹp và sạch_sẽ
Le N. A. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,9.5,"Tuyệt vời từ cách phục_vụ, nhân_viên thì nhiệt tình vui vẻ. Cảnh khá là đẹp tha hồ sống ảo nếu có dịp sẽ ghé Seahorse nữa. Cảm ơn bạn Trang Lê (rang) bên ivivu nhiệt tình giúp đỡ, lần đầu tiên đặt bên ivivu rất hài lòng"
Nguyen X. T.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,8.0,"Tôi cảm thấy hài lòng về khách_sạn, nhân_viên thân thiện, phòng đẹp, nhưng ăn tối đợi phải hơi lâu, Trúc tư vấn đầy đủ, và nhiệt tình, Tôi cho khách_sạn này được 8đ"
Hoang N.,Đà Nẵng,GIC Luxury Hotel And Spa,8.4,"Phòng sạch_sẽ. nhân_viên tốt. Ăn sáng không phong phú lắm. Ngũ cốc, nước uống và sữa chua tệ. Wifi chưa ổn định."
Tran T. H. T.,Đà Nẵng,Khu nghỉ dưỡng Melia Đà Nẵng Beach,9.5,"Chúng tôi đã có chuyến đi vui vẻ, khách_sạn phục_vụ tốt "
Nguyen T. H.,Quy Nhơn,Hoang Yen Canary Hotel Quy Nhon,8.2,Vì mình đặt phòng family nên phòng khá rộng rãi nhưng khâu vệ sinh phòng chưa được sạch_sẽ.
Nguyen V. T.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,"Chất lượng khách_sạn tuyệt vời, hỗ trợ nhanh chóng dù yêu cầu nhỏ nhất. Mình đi du lịch trong miền Nam rất hài lòng vì thái độ phục_vụ ở đây."
Hoang T. T.,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,9.0,"Phòng đẹp, phục_vụ ok. Nói chung tôi hài lòng về khu nghỉ dưỡng "
Nguyen N. T.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,"nhân_viên Trang Trần của ivivu rất nhiệt tình! khu_nghỉ_mát đẹp, thân thiện!"
Nguyen T. A.,Nha Trang,Rex Hotel and Apartment,9.4,Mọi người rất thân thiện. phòng ốc khá ổn so với giá tiền dù vị trí hơi xa biển chút nhưng chạy xe máy tâm 5 phút là tới
Thi T. H. L.,Nha Trang,Melissa Hotel Nha Trang,9.7,"khách_sạn ngay bờ biển, phòng ocean khung_cảnh đẹp tuyệt vời, dịch_vụ tận tình chu đáo"
Nguyen T. T. N.,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,Hài lòng
Duc D. N.,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,8.1,"khách_sạn gần trung tâm, phong cách cổ điển, phòng đầy đủ tiện nghi, nệm êm Tiếp tân niềm nở, chuyên nghiệp. nhân_viên xe điện và bảo vệ chưa tốt. Khách đến bảo vệ không chào, hỏi chỗ để xe, hất mặt chỉ chỗ đậu, ngồi bấm điện thoại. nhân_viên xe điện không tôn trọng khách, nói chuyện với nhau kêu khách là đám này đám nọ. Có thể do quen miệng nhưng không nên nói vậy trước mặt khách, sẽ thiếu tế nhị Ăn sáng ít món, có món phở ngon. Không gian nhà hàng rất đẹp"
Nguyen T. L.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,"Hoàn toàn hài lòng về trải nghiệm này, phòng ốc, phong cách thật sự sang trọng và dịch_vụ rất tốt,"
Tran T. T.,Vũng Tàu,Oceanami Villas & Beach Club,5.8,"nhận_phòng mất 1h30p, nhiều khách phải đợi rất lâu (nghe nói do khách ở ngày trước ở thêm ngày không chịu trả phòng), quản lí kém"
Pham V. T.,Huế,The Sunriver Boutique Hotel Hue,5.4,"Hành lang và phòng ngủ tối u ám không được sáng sủa như trên app, hồ bơi không hoạt động nước đen thui rong rêu bám đầy"
Nguyen T. H. T.,Vũng Tàu,Khu nghỉ dưỡng Holiday Inn Hồ Tràm,10.0,"Combo ưu đãi, tiện_lợi, nhân_viên hỗ trợ nhiệt tình. Chất lượng khách_sạn tốt"
Bui T. T. T.,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,10.0,"đi lần thứ 2 nhưng vẫn muốn đi thêm lần nữa,rất tuyệt vời"
Nguyen K. D.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,7.0,Chuyến đi bình thường . Không có gì đặc biệt
Nguyen T. T. N.,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,"xe đạp của khách_sạn cần phải thay bọc tay ghi đông.
Bọc tay đã bị cũ, tay ghi đông lòi đầu sắt ra, chạy xe bị té, tay ghi đông cắm vào chân, nguy hiểm."
Nguyen N.,Phú Quốc,The Palmy Phú Quốc Resort & Spa,9.6,"Phòng trang trí theo phong cách Đông Dương, khá đẹp. nhân_viên lịch sự. Hồ bơi đẹp, bãi biển nhỏ. Đồ ăn sáng không phong phú, món nước nấu cho có."
Tran T. V.,Quy Nhơn,Khách sạn Hoàng Yến 1 Quy Nhơn,6.0,"Điều hòa thi hỏng không mát. Đổi 2 phòng cũng không mát, phòng thứ 3 mát nhưng bẩn, nhà vệ sinh hôi bẩn, không bao giờ đến nơi đây"
Thanh T. L.,Nha Trang,Rex Hotel and Apartment,9.4,tuyệt vời. tốt. chất lượng. sẽ quay lại nếu có dịp đi Nha Trang nữa
Dang T. D.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,8.0,"Tôi thấy phòng hơi cũ, dịch_vụ cũng tạm được. "
Nguyen N. A.,Hà Nội,Ma Coeur Boutique Hotel,5.2,"khách_sạn tự ý đổi phòng, không báo trước, phòng ốc không như ý"
Le T. B.,Phú Quốc,Khu Nghỉ Dưỡng Best Western Premier Sonasea Phú Quốc,10.0,Chuyến đi rất tuyệt vời
Le T. H.,Vũng Tàu,Khu nghỉ dưỡng Six Senses Côn Đảo,10.0,Hài lòng
Nguyen D. Q.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,8.0,"Về tổng thể khu nghỉ dưỡng thì tôi không ấn tượng lắm, vì rất đông người, buổi sáng có rất nhiều khách từ ngoài và những khu nghỉ lân cận, chỉ cần tầm 1 triệu là có thể vào ăn sáng và bơi rồi. Tôi thấy không còn sự riêng tư như lúc mới nữa"
Nguyen H.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,7.7,"khách_sạn tốt, phục_vụ cũng tốt, nói chung là ổn. Hôm tôi đi có 1 phòng máy lạnh bị hư nhưng hôm sau khách_sạn cũng tạo điều kiện để tôi được đổi phòng. Tôi thấy ivivu hay đưa ra giá tốt, hy vọng lần sau lại được du lịch tiếp tục cùng ivivu"
Nguyen T. B. T.,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,10.0,Tôi thấy nhân_viên khách_sạn và nhân_viên rất nhiệt tình. Về phòng ốc khách_sạn và cả dịch_vụ tôi cũng thấy rất hài lòng.
Nguyen T. B. T.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,8.5,"Tôi thấy khách_sạn này khá tốt. Tôi rất hài lòng. nhân_viên ivivu tư vấn cho tôi khá nhanh chóng, nhiệt tình. Tôi đánh giá của chất lượng dịch_vụ của ivivu. "
Le N. A. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,"Lần đầu sử dụng dịch_vụ, rất hài lòng. Cả nhà đã có 1 chuyến đi vui."
Do T. P. A.,Đà Lạt,Khách Sạn LADALAT,10.0,Rat tuyệt vời
Thi T. H. N.,Quy Nhơn,Hoang Yen Canary Hotel Quy Nhon,6.0,"Phòng xuống cấp, thái độ nhân_viên kém"
Nguyen T. K.,Hội An,TTC Hotel - Hoi An,10.0,dịch_vụ là tuyệt vời. nhân_viên rất hữu ích và thân thiện. Anh chàng chỉ cho tôi phòng và mang túi của tôi rất tốt bụng và xuất sắc. Tôi quên hỏi tên anh ấy nhưng anh ấy là nhân_viên rất tuyệt vời. Thức ăn là ok và nhân_viên FB rất thân thiện. tôi yêu nơi này
Pham D. H.,Vũng Tàu,Khu nghỉ dưỡng Seava Hồ Tràm,10.0,"Gia đình có chuyến đi vui và ở rất hài lòng. Cũng cảm ơn ivivu nhiều, tư vấn và luôn hỗ trợ nhiệt tình."
Nguyen M. N.,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,Tuyệt vời
Nguyen H. Y.,Quy Nhơn,Hong Diep Hotel Quy Nhon,5.1,"Phòng ốc không đáp ứng đủ nhu cầu sử dụng. Đặc biệt là nhà vệ sinh không có vòi nước ở lavabo, chỉ sử dụng được duy nhất vòi sen. Điều hòa bật rất lâu mới mát"
Nguyen T. H.,Phú Quốc,The Palmy Phú Quốc Resort & Spa,5.7,"4 sao nhưng phòng nhiều muỗi, đồ dùng cần thiết không đủ, không có khăn mặt mặc dù mình không bao giờ dùng đồ của khách_sạn. Thái độ nhân_viên không tốt: khi mình trả phòng có gửi đồ lại để đi ăn nhưng nhân_viên mãi không có động thái gì, phải gọi đến 2 lần mới ra viết phiếu gửi đồ cho mình. Phòng ốc thì cũng đẹp nhưng mình sẽ không bao giờ quay lại khách_sạn này 1 lần nào nữa. Nếu đánh giá thì khách_sạn này chỉ đáng giá 2 sao"
Nguyen Q. V.,Hạ Long,Saigon Halong Hotel,9.1,"khách_sạn sạch_sẽ, phòng đẹp, tiện nghi, trang thiết bị hiện đại. Tuy nhiên nhận_phòng quá mất nhiều thời gian, tôi đến khách_sạn lúc 13 giờ nhưng phải đến gần 15h30 mới nhận được phòng. Chưa thấy khách_sạn nào quá trình nhận phòng lại mất thời gian như vậy."
Vu T. H.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,9.0,"Phòng đẹp và rộng rãi, sạch_sẽ. phục_vụ chu đáo. Nhưng phòng tôi ở sát với công trình nên hơi ồn và bụi. Nhưng nhìn chung tôi và gia đình vẫn thích chuyến đi. Sau khi sử dụng dịch_vụ về cảm thấy yên tâm về dịch_vụ của ivivu và sẽ tiếp tục liên hệ cho những chuyến đi kế"
Nguyen T. H. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,"Mọi thứ tôi thấy bình thường, "
Phuong P.,Đà Lạt,Khách sạn Phương Uyên Đà Lạt,8.5,"cô chủ dễ thương giá ok, tuy nhiên người ta ở p1 tên Phương Uyên, mà app ghi p2 tên Uyên Phương, tức á"
Nguyen T. T. S.,Hà Nội,Ma Coeur Boutique Hotel,6.0,"phòng cũ, không giống trên hình"
Tran C. T.,Vũng Tàu,Khách sạn Fusion Suites Vũng Tàu,10.0,"phục_vụ tốt, nhân_viên thân thiện. Lần đầu ở mà dịch_vụ như vậy là tốt rồi. Gia đình tôi được Tâm ivivu hỗ trợ nhiệt tình lắm"
Nguyen H. L.,Vũng Tàu,Oceanami Villas & Beach Club,5.5,"Buổi tối sự kiện tổ chức ồn ào, không thể nghỉ ngơi được, loa đài ầm ĩ tới 10g đêm. Một kỳ nghỉ bị phá hỏng bởi tiếng karaoke."
